STOP_NO,STOP_AREA,CODE,NAME,F_NODE,LINK_NO,INDEX
4806,8007,4806,임학지하차도앞사거리,2626,6487,1
4807,1670,4807,국민은행,1608,4217,2
4808,862,4808,신포시장,862,2347,1
4809,4337,4809,제2국제여객터미널,4337,8342,1
4810,6405,4810,모래내시장역(4번출구),6405,10410,1
4811,8772,4811,도림포도원,2272,3201,1
4812,8778,4812,도림주공208동,2444,3355,3
4813,6407,4813,도림고등학교,2272,7057,1
4814,5481,4814,모래내시장역(3번출구),2271,5692,1
4815,9044,4815,남동구청역,2521,3207,1
4816,6217,4816,무궁화주유소,1280,6783,1
4817,8890,4817,신기.남부종합시장(진흥사거리),1727,1618,1
4818,8882,4818,신동아아파트8차,1651,3073,1
4819,1622,4819,신동아아파트3차,1622,1937,1
4820,3610,4820,삼천리3차아파트,2379,1548,1
4821,2377,4821,작전초등학교,2377,4890,1
4822,9119,4822,대우아파트,2051,128,1
4823,4987,4823,현대5차,2132,4864,1
4824,4989,4824,한화2차,2127,4866,1
4825,1997,4825,산곡중학교,1978,403,1
4826,9122,4826,대륭맨숀,2032,2517,1
4827,8386,4827,현대3단지,2063,1739,2
4828,9137,4828,화랑교회,2077,5053,3
4829,2077,4829,양로원,2030,1689,5
4830,8393,4830,2001아울렛,2174,5054,1
4831,2673,4831,진산고등학교,2673,5229,1
4832,1476,4832,수봉공원.인천수봉문화회관입구,1476,1854,2
4833,5153,4833,숭의박문아파트,5153,9158,1
4834,1344,4834,장미아파트,1344,109,1
4835,1212,4835,동양화학,1231,1571,1
4836,5575,4836,중흥S클래스2차,5575,9580,1
4837,1334,4837,웰카운티,1334,4520,1
4841,1032,4841,동국제강,1032,1743,1
4842,1086,4842,숭의로터리,1059,2481,1
4843,4447,4843,만수2동치안센터,4447,8452,1
4844,7878,4844,당곡고개,5069,9074,1
4845,1161,4845,풍림아파트,1161,2284,1
4846,3821,4846,풍림아파트,3821,7826,1
4847,4117,4847,인천예림학교(인천성모병원),2393,3157,1
4848,784,4848,대우로지스틱스,784,966,1
4849,5344,4849,한라시멘트,759,5453,1
4850,8700,4850,동춘역(5번출구),1779,1466,1
4851,6671,4851,제일의원,580,2939,1
4852,580,4852,경제자유구역청,619,2687,4
4853,8043,4853,영음교회,2652,5085,1
4854,4054,4854,만수고등학교,4054,8059,1
4855,9045,4855,만수고등학교,2608,1919,1
4856,7729,4856,다정부부한의원,4607,8612,1
4857,2778,4857,삼산동차고지,2778,7223,1
4858,1771,4858,문학우체국,1829,791,2
4859,3436,4859,문학우체국,1771,800,1
4860,4390,4860,우성아파트,1146,3766,1
4861,8760,4861,논현초등학교,2440,1763,1
4862,8735,4862,논현9단지냇마을신영지웰A,2440,1198,1
4863,3516,4863,근린공원,3516,7521,1
4864,3881,4864,간석오거리,3881,7886,1
4865,4180,4865,청소년수련관,4180,8185,1
4866,7730,4866,대림아파트,3871,7876,1
4867,7216,4867,약암관광호텔입구,6545,10550,1
4868,7807,4868,청천동,2051,2825,2
4869,8757,4869,은봉초등학교,2329,3360,1
4870,3515,4870,소래초등학교,3515,7520,1
4871,2501,4871,논현11단지단풍마을,2501,65,1
4872,8763,4872,소래포구입구,2501,2297,1
4873,4384,4873,상야동,2949,3759,2
4874,7981,4874,상야동,2919,3298,1
4875,7980,4875,하야동,2949,3759,1
4876,986,4876,솔빛마을주공아파트,1032,3986,1
4877,2383,4877,코오롱아파트,2383,662,1
4878,7988,4878,병방사거리,2610,6486,1
4879,2036,4879,종합터미널,2036,2579,1
4880,8186,4880,삼산월드체육관(삼산타운7단지),2531,983,1
4881,2254,4881,드림로갈산교,2254,5090,1
4882,2642,4882,인천미래생활고등학교,2642,3844,1
4884,8042,4884,계양체육관(벨로드롬경기장),2652,2803,1
4885,8742,4885,논현3단지하늘마을302동,2149,2568,1
4886,2665,4886,귤현차량기지(센트레빌3단지),2665,2439,1
4887,1625,4887,당하풍림아이원2차,1625,7148,1
4888,3575,4888,삼산주공7단지,3575,7580,1
4889,8479,4889,화도진공원.화도진도서관,850,5358,2
4890,8617,4890,우리사랑병원,1571,6248,1
4891,5088,4891,인천재능대학교서문,5088,9093,1
4892,8540,4892,조달청(한양2차아파트),940,145,1
4893,8719,4893,대동아파트,1564,6026,3
4894,9242,4894,부개고입구,2612,6078,1
4895,8766,4895,논현14단지등대마을,3931,7936,1
4897,9095,4897,한신아파트,1782,382,2
4898,9091,4898,유니온프라자,1788,3040,1
4899,9105,4899,라이프아파트,1819,2452,2
4900,8985,4900,힐캐슬프라자,2126,4597,3
4901,8978,4901,성리초등학교,2101,1320,2
4902,8790,4902,승기천,2085,5161,1
4903,8780,4903,도림주공1단지,4933,8938,1
4904,8782,4904,도림아이파크아파트,2444,3202,1
4905,4140,4905,도림포도원,4140,8145,1
4906,8789,4906,본향교회,6400,10405,1
4907,8987,4907,석천사거리역,4833,8838,1
4908,8187,4908,삼산체육관역.영상문화단지정문,2624,5232,1
4909,7879,4909,유현마을.신동아아파트,2295,532,1
4910,1357,4910,송도풍림아이원4단지,6579,10593,1
4911,9212,4911,부평남초등학교앞,2257,7084,1
4912,8241,4912,신현초등학교,1574,1363,1
4913,8525,4913,항운아파트,809,1035,2
4914,9035,4914,은성프레미오,2413,2989,2
4915,1128,4915,송현주공아파트,1094,90,1
4916,2018,4916,거산정공.(주)록키,2053,1284,2
4917,6160,4917,건영아파트,1542,6698,1
4918,3224,4918,서초역,3224,612,1
4919,7470,4919,오류골,495,2900,2
4920,6421,4920,십정1동행정복지센터,1940,7072,2
4921,2320,4921,계산시장,2320,5856,1
4922,4551,4922,동보아파트,4551,8556,1
4923,8487,4923,풍림아이원,1155,2286,1
4924,1539,4924,인천의료원,1539,5064,1
4925,9007,4925,인천의료원,1600,4831,2
4926,2591,4926,부개역,2591,2683,1
4927,2154,4927,외한은행,2151,1470,1
4928,2139,4928,청천하우스디아파트,2139,1824,1
4929,2066,4929,공단입구,2154,1473,1
4930,2265,4930,동아아파트,2224,2883,1
4931,8396,4931,대우아파트,2265,7016,1
4932,5542,4932,금호이수마운트밸리,2037,5787,1
4933,7985,4933,박촌역,2641,106,1
4934,7883,4934,바리미마을,2034,819,3
4935,4182,4935,이마트,2562,3289,1
4936,5863,4936,무내미마을,2797,6252,1
4937,6122,4937,근로복지공단인천병원,6122,10127,1
4938,5126,4938,남촌풍림3차아파트,2244,5106,2
4939,9068,4939,만수주공후문,2403,3131,1
4940,392,4940,KT인천공항지사,368,4234,2
4941,9039,4941,남동구청후문(남동등기소),2402,3682,1
4942,9217,4942,부평역,2326,5435,1
4943,9083,4943,아주아파트,2564,1621,1
4944,2252,4944,구월아시아드선수촌아파트,5518,9523,1
4945,8598,4945,옥련사거리,1085,1928,1
4946,1752,4946,미주탕,1752,1180,1
4947,1800,4947,가좌2동행정복지센터,4854,8859,1
4948,5890,4948,송도더샵퍼스트월드(서문),1193,6292,1
4949,6509,4949,논현9단지냇마을신영지웰A,6509,10514,1
4951,8653,4951,프라임,2155,4894,1
4952,2027,4952,이영화학,5009,9014,1
4953,8202,4953,광명아파트,2064,6377,1
4954,4892,4954,아울렛(CGV부평),4892,8897,1
4955,6528,4955,광명아파트,2141,7239,1
4956,3530,4956,동아전기,3530,7535,1
4957,8055,4957,서운도서관,4263,8268,1
4958,5729,4958,학익시장앞,5729,9734,1
4959,8454,4959,송도풍림아이원2단지,1271,1444,1
4960,4365,4960,청학중학교,4365,8370,1
4961,4431,4961,오성아파트,2529,3830,1
4962,9226,4962,동수치안센터,2404,1279,1
4963,1277,4963,인하대후문,1277,1509,1
4964,6475,4964,KCC아파트,1623,7156,2
4965,8204,4965,청천초등학교,2064,2673,1
4966,8205,4966,인향아파트,1909,2671,1
4967,8203,4967,청천초등학교,2064,4691,1
4968,8207,4968,산곡동천주교회,2051,3249,1
4969,629,4969,옹진축협,629,5710,1
4970,6667,4970,중산동,619,2687,2
4971,6673,4971,영종교회,580,2939,2
4972,395,4972,은골사거리,426,1815,1
4973,3953,4973,삼목초등학교,366,2648,1
4974,6625,4974,금호어울림,479,1850,1
4975,566,4975,영종국제물류고등학교,566,2190,1
4976,8436,4976,인천대정문,6129,10134,1
4977,9261,4977,상동가구,2621,7155,1
4978,8278,4978,청천농장입구,1864,1924,1
4979,7747,4979,안동포사거리,4030,8035,1
4980,2414,4980,갈산태화아파트,2399,6111,1
4981,2097,4981,프리상뜨아파트,2097,3127,1
4982,8002,4982,한일아파트,2387,6485,2
4983,8111,4983,효성신사거리,2166,1654,1
4984,6059,4984,오조산공원,2584,6545,1
4985,2528,4985,까치공원앞,2528,3133,1
4986,2387,4986,경인여대,2387,2979,3
4987,2829,4987,계양종합사회복지관,2829,58,2
4988,8024,4988,은행마을,5611,9616,1
4989,1602,4989,태영아파트,1573,3183,1
4990,7633,4990,LG전자(주),1055,1718,1
4991,2417,4991,부흥초교,2500,2680,1
4992,8319,4992,나누리병원,5709,9714,1
4993,1754,4993,동춘역,1710,3106,1
4994,8636,4994,나사렛국제병원앞,1529,6697,1
4995,1637,4995,먼우금사거리,1637,1165,1
4996,1812,4996,우성2차아파트,1793,5362,1
4997,3758,4997,불로중학교,3758,7763,1
4998,8561,4998,옹진군청,1006,5552,1
4999,2629,4999,대동아파트정문앞,2629,5941,1
5000,1897,5000,세현정공,1897,2494,1
5001,8805,5001,남동소방서,2260,1682,1
5002,1155,5002,풍림아이원,1261,2147,2
5003,8438,5003,인천대미래관,1288,6858,1
5004,2792,5004,장수파출소,2792,6876,1
5005,8308,5005,영풍아파트,2277,4376,2
5006,8317,5006,더필립요양병원,2429,2682,2
5007,4440,5007,부개성일아파트,2612,3848,1
5008,8372,5008,부평시장,2370,6376,1
5009,1417,5009,서화초등학교(도화e편한세상),1366,148,1
5010,1308,5010,산업용품유통센타31동,1308,5402,1
5011,562,5011,초지대교,597,1753,1
5012,7815,5012,GM물류센터,2141,7237,1
5013,5418,5013,신현초등학교,1515,5596,1
5014,5152,5014,미추홀구청,1221,5149,1
5015,1287,5015,축현초등학교.인천시립박물관,4241,8246,1
5016,8357,5016,동산교회,1199,3791,1
5017,1826,5017,인천향교.인천도호부청사,1826,1943,1
5018,9151,5018,십정시장,6421,10426,1
5019,5486,5019,한국마쓰이,5486,9491,1
5020,8277,5020,청천농장입구,1864,4869,1
5021,8265,5021,신현북초등학교,1504,4050,1
5022,7841,5022,경서농원,5091,9096,1
5023,3911,5023,신현중학교,3911,7916,1
5024,3972,5024,부평경찰서,3972,7977,1
5025,2151,5025,한국샤프(로얄금속),4893,8898,1
5026,2433,5026,굴포천역(신복사거리),2433,2597,1
5027,3916,5027,주안역,1746,2519,1
5028,2308,5028,부평시장(한국자산관리공사),2308,3221,1
5029,6045,5029,방촌공원,2588,6530,1
5030,2451,5030,수산동,2451,3696,1
5031,9186,5031,한국아파트,2055,1271,1
5032,2098,5032,백운역,2102,4636,1
5033,5536,5033,한국아파트,5536,9541,1
5034,2529,5034,오성아파트,2529,1577,1
5035,5762,5035,현대아파트116동,5762,9767,1
5036,2002,5036,태산.대진아파트,1935,5413,2
5037,346,5037,수부촌,346,2069,1
5038,7611,5038,왕길동,1082,4988,1
5039,8090,5039,동아아파트,2242,150,1
5040,1980,5040,구월서초등학교,1848,876,2
5041,4167,5041,가좌현대아파트,1807,3255,1
5042,9100,5042,가좌초등학교,1800,379,1
5043,1568,5043,동아아파트,1568,2867,1
5044,1603,5044,당하탑스빌아파트,5059,9064,1
5045,3873,5045,한들마을입구(유아교육진흥원),1629,2437,1
5046,8652,5046,면허시험장,2150,3534,1
5047,8309,5047,태화두진아파트,3721,7726,1
5048,8871,5048,선학체육관(하키경기장),1963,3412,1
5049,8599,5049,현대3차아파트,1110,3876,1
5050,6317,5050,원흥아파트,6317,10322,1
5051,1111,5051,럭키아파트,1111,2133,1
5052,1374,5052,신송고등학교,1374,5849,1
5053,4085,5053,송도1동주민센터,1249,3064,1
5054,1129,5054,굴다리,1129,2453,1
5055,8216,5055,율도선착장입구,1187,3859,1
5056,4010,5056,41번구종점,1502,2848,1
5057,7638,5057,주물단지,6041,10046,1
5058,7714,5058,경서지구입구,1433,3601,1
5059,1571,5059,나래병원,1637,4150,1
5060,1338,5060,제물포시장,1338,6589,1
5061,8919,5061,수봉공원종점,1422,2075,1
5062,3249,5062,뱅뱅사거리,3249,248,1
5063,372,5063,인아교회,353,2336,1
5064,256,5064,하얏트호텔,6494,10499,1
5065,4856,5065,마시란해변승마장,166,4628,1
5066,8512,5066,월미문화의거리,696,6777,1
5067,4547,5067,우리자동차,4547,8552,1
5068,717,5068,대한제당,717,6049,1
5069,1951,5069,한국산업단지공단,1951,1261,1
5070,5451,5070,유수지길,5451,9456,1
5071,1992,5071,금강산업,1992,1354,1
5072,3808,5072,공단자동차,3808,7813,1
5073,1726,5073,현대써비스,1726,2183,1
5075,3781,5075,태평아파트1차(B),1257,2144,1
5076,4882,5076,현대아파트105동,2082,4670,1
5077,9138,5077,3단지,2077,179,2
5078,9141,5078,현대아파트,5593,9598,1
5079,9228,5079,농협로타리,2396,5173,1
5080,8026,5080,삼천리1차아파트,6018,10023,1
5081,2049,5081,청천중학교,2049,1825,2
5082,2030,5082,문화교회,5092,9097,2
5083,2326,5083,부평역(대한극장),2253,1903,2
5084,2110,5084,길병원,2110,1112,1
5085,8182,5085,갈월초등학교,2328,2566,1
5086,8284,5086,굴포천,2363,2857,1
5087,6204,5087,부평래미안아파트,6204,10209,1
5088,2172,5088,KT부평지사,2201,1107,1
5089,8401,5089,산곡한양7차,2127,5420,1
5090,8402,5090,경남4차,2122,5421,1
5091,8399,5091,KT부평지사,2172,1562,1
5092,8392,5092,2001아울렛,2174,3582,1
5093,8226,5093,해수워터피아,1397,3295,1
5094,7643,5094,대우자동차운전학원,1222,6763,1
5095,8921,5095,용정초등학교,1422,2075,2
5096,5317,5096,화전초등학교,2445,5411,1
5097,9291,5097,광명아파트,2467,3311,1
5098,8027,5098,교대입구,2317,5811,1
5099,8016,5099,서해아파트,5558,9563,2
5100,7998,5100,계양산지구대,4245,8250,2
5101,8003,5101,계양산전통시장,2610,6486,2
5102,7999,5102,계양산지구대,2387,2979,2
5103,8017,5103,보현사,2261,2348,2
5104,8591,5104,현광아파트,6100,10105,1
5105,6535,5105,대우일렉트로닉스,6535,10540,1
5106,1097,5106,대우일렉트로닉스,1097,5019,1
5107,1083,5107,신창아파트,5173,9178,1
5108,1687,5108,시민공원.문화창작지대,1742,3259,1
5109,8892,5109,쌍용아파트,4308,8313,2
5110,8333,5110,장미아파트(19동)앞,1335,1456,1
5111,5231,5111,주안북부,5231,9236,1
5112,3999,5112,옥련동성당,3999,8004,1
5113,1095,5113,셀트리온(주),1095,4035,1
5114,3578,5114,의과학연구소,1278,1450,1
5115,1288,5115,인천대미래관,1233,1448,2
5116,7754,5116,검단메가박스,1668,2584,4
5117,8039,5117,계산공고앞,4457,8462,2
5118,8603,5118,삼성아파트.남인천농협,1111,6930,1
5119,5478,5119,건설기술교육원,5478,9483,1
5120,1400,5120,종점(병무청),1405,2578,1
5121,3928,5121,부평시장(가구의거리),3928,7933,1
5122,9262,5122,부평동중,2627,2920,1
5123,9236,5123,부흥약국,4039,8044,2
5124,2638,5124,구산중학교,2638,4645,1
5125,1584,5125,동아정밀,1584,3660,1
5126,8235,5126,금호어울림아파트,1491,3780,1
5127,7922,5127,부대앞,1768,2234,4
5128,9173,5128,간석오거리(인천웨딩홀),2105,1524,1
5129,2188,5129,희망천입구,2248,1981,4
5130,9218,5130,새마을금고,2367,4877,3
5131,8387,5131,현대121동,5762,9767,2
5132,2064,5132,청천초등학교,4891,8896,2
5133,2535,5133,삼산월드체육관,2604,559,2
5134,2625,5134,성일아파트후문앞,2629,5941,2
5135,3247,5135,우성아파트,3247,6818,1
5136,8197,5136,한국지엠정문,4867,8872,2
5137,2457,5137,유진시스템앞,2457,2769,1
5138,4960,5138,숭의로터리.도원체육관,1054,4828,1
5139,4089,5139,수봉공원.인천수봉문화회관입구,4089,8094,1
5140,8574,5140,인천축구전용경기장,1099,1933,1
5141,1679,5141,공단치안센터,1679,2838,1
5142,8280,5142,삼산글로리병원,2535,1021,1
5143,4133,5143,삼산월드체육관,2535,3187,1
5144,9115,5144,한양쇼핑,1997,6096,1
5145,3861,5145,백운역,2109,2416,1
5146,2157,5146,미산초등학교,2157,1411,1
5147,8120,5147,뉴서울3차아파트,4034,8039,1
5148,4563,5148,삼산사거리(한국아파트),4563,8568,1
5149,8521,5149,국제여객터미널,691,7022,1
5150,3837,5150,연안아파트,827,2341,1
5151,8161,5151,삼산중학교,3605,7610,1
5152,8391,5152,산곡3동행정복지센터,2163,6115,1
5153,8056,5153,서운중고등학교,2829,58,3
5154,1233,5154,생산기술연구원,1233,1448,1
5155,8602,5155,백산아파트,1146,1415,1
5156,5236,5156,만수3동주민센터,5236,9241,1
5157,2302,5157,만수3동주민센터,2302,4872,1
5158,8601,5158,축현초등학교.인천시립박물관,1287,673,1
5159,6161,5159,복지회관,6161,10166,1
5160,6437,5160,부개여자고등학교,6437,10442,1
5161,2371,5161,갈산시장,2371,6086,1
5162,8174,5162,두산아파트,2364,3047,1
5163,8376,5163,부평역,2327,5444,1
5164,2594,5164,계양중학교,2594,2213,1
5165,5803,5165,오류동마을,5803,9808,1
5166,7943,5166,갈현동마을,2376,6172,1
5167,7982,5167,귤현동마을입구,2633,6149,1
5168,8331,5168,용남파출소,1481,1508,1
5169,8923,5169,숭의초등학교,1260,2905,2
5170,8584,5170,용현시장,1260,2256,2
5171,1482,5171,용일사거리,1481,5547,1
5172,6120,5172,인천기계공고,6120,10125,1
5173,8946,5173,제일시장,1562,798,1
5174,8558,5174,송림3.5동행정복지센터(재능대),1199,410,2
5175,4259,5175,자동차매매단지,4259,8264,1
5176,5142,5176,양도,5142,9147,1
5177,164,5177,양도,164,287,1
5178,7382,5178,고창촌,160,2399,1
5179,7381,5179,화도,4947,8952,2
5180,7849,5180,선바위역,3221,3905,1
5181,3221,5181,선바위역,3217,806,1
5182,2991,5182,개화동상사마을종점,2991,2112,1
5183,3026,5183,공항고등학교,3026,4127,1
5184,565,5184,전소,565,261,1
5185,3810,5185,전소,3810,7815,1
5186,4726,5186,운서역,414,4392,1
5187,4092,5187,서흥초등학교,1155,3079,1
5188,4523,5188,롯데백화점(인천터미널),2036,4003,1
5189,9221,5189,예지아파트,2367,4876,1
5190,2331,5190,논고개길,2329,5299,2
5191,1507,5191,하늘채아파트,1504,2019,2
5192,775,5192,만석비치타운,775,1541,1
5193,1162,5193,송도더샵퍼스트월드B동.C동,1132,1068,2
5194,9014,5194,가좌고등학교,3788,7793,1
5195,169,5195,덕교동,169,1215,1
5196,5434,5196,한양아파트,995,5622,1
5197,8562,5197,한국아파트,1083,1046,3
5198,4410,5198,송도채석장,963,3800,1
5199,8531,5199,채석장,1034,1020,1
5200,1449,5200,신현북초등학교,1449,4049,1
5201,2885,5201,부천시청역5번출구,6272,10277,1
5202,1815,5202,SK은혜주유소,6387,10392,1
5203,9085,5203,현대자동차서비스,1815,1023,1
5204,696,5204,월미도(시티투어),6321,10326,1
5205,8500,5205,연안여객터미널입구,6023,10028,1
5206,728,5206,SK충전소,734,3576,1
5207,708,5207,라이프아파트,708,4056,1
5208,6516,5208,솔빛마을주공아파트,986,7220,1
5209,3244,5209,강남역,3244,681,1
5210,9027,5210,인천교회,5876,9881,1
5211,4832,5211,인천시청후문,2014,4596,1
5212,4628,5212,주원고개,2019,4202,1
5213,2298,5213,효성상아아파트,2298,5690,1
5214,9067,5214,만수종합시장,2474,5544,1
5215,4380,5215,만수3동주민센터,4380,8385,1
5216,2250,5216,오성정밀,2204,4746,2
5217,2068,5217,주원고개,2019,2042,1
5218,2596,5218,공작아파트,2779,542,2
5219,6440,5219,논현주공아파트(인천금융고),2187,7101,1
5220,8783,5220,도림동고개,2497,3356,1
5221,2087,5221,공단회관,2050,546,1
5222,8878,5222,인천향교유림회관,1564,6026,1
5223,6223,5223,화도고개,6223,10228,1
5224,908,5224,화평철교.화평동냉면거리,908,2954,1
5225,4102,5225,동국제강,4102,8107,1
5226,3923,5226,배다리삼거리,1026,2554,1
5227,3457,5227,신광초등학교,942,923,1
5228,907,5228,출입국관리사무소,894,3071,1
5229,1054,5229,숭의로터리,1054,2730,1
5230,4845,5230,숭의로터리,1086,4611,1
5231,5454,5231,인하대역4번출구,1220,5651,1
5232,1216,5232,용현시장,1185,4680,1
5233,3726,5233,송도푸르지오월드마크,3726,7731,1
5234,2007,5234,대한솔루션알앤디센터,2007,6748,1
5235,8833,5235,장수.서창동행정복지센터,2754,66,1
5236,8751,5236,기신정기,1876,4076,1
5237,4561,5237,남동공단(기신정기),1920,4077,1
5238,2385,5238,논현8단지동산마을,2385,4178,1
5239,4754,5239,논현2동행정복지센터,2231,4440,1
5240,5239,5240,큰방죽삼거리,5239,9244,1
5241,4045,5241,만수신동아아파트,2523,2960,1
5242,2815,5242,장수빌라,2794,2843,1
5243,2600,5243,부개주공2단지,2600,1579,1
5244,2288,5244,작전역7번출구,2288,1601,1
5245,8053,5245,현대.태화아파트,2571,4095,1
5246,4569,5246,동수치안센터,2397,4090,1
5247,2364,5247,갈산주공2단지,4187,8192,1
5248,7965,5248,부천자동차검사소,2917,3773,2
5249,8635,5249,인천뷰티예술고등학교,4985,8990,1
5250,4072,5250,석남중학교,4072,8077,1
5251,1483,5251,가구전시장,1440,1318,2
5252,8300,5252,올림픽생활기념관,4142,8147,1
5253,9082,5253,벽산아파트,2362,5289,1
5254,9222,5254,부평LH1(2)단지,4567,8572,1
5255,2278,5255,동아2단지쪽문,2278,1137,1
5256,7830,5256,서구청역(3번출구),1669,5340,1
5257,2277,5257,간석사거리,2277,4376,1
5258,4191,5258,유수지근린공원,1813,3312,2
5259,8315,5259,부평기적의도서관.삼부한신아파트,2593,1291,1
5260,5730,5260,법원.검찰청,1464,6071,1
5261,1472,5261,학익2동행정복지센터,1472,7030,1
5262,8494,5262,송월동동화마을,774,4394,1
5263,1153,5263,옥련여고입구,1137,675,1
5264,8071,5264,한신아파트,2313,5854,2
5265,1271,5265,송도풍림아이원2단지,1271,1445,1
5266,8786,5266,남촌풍림아파트,2244,5106,3
5267,6126,5267,LG물류센터,2190,6639,1
5268,4848,5268,서해아파트,4848,8853,1
5269,7634,5269,서부공단입구,1171,1704,2
5270,7870,5270,화곡전철역,3044,1123,1
5271,5198,5271,인하대정문,5198,9203,1
5272,3510,5272,장미아파트,3510,7515,1
5273,6018,5273,한국아파트,2381,6482,1
5274,5105,5274,새말사거리,5105,9110,1
5275,8110,5275,효성성모병원,2073,5609,1
5276,8121,5276,성지아파트,2232,2674,1
5277,2656,5277,서운동성당,2643,2322,1
5278,8057,5278,서운중고등학교,2645,485,1
5279,5558,5279,청우팬션,5558,9563,1
5280,8004,5280,계양산전통시장,2387,6485,3
5281,7996,5281,예비군교육장,2387,2979,4
5282,7994,5282,계양문화회관,2387,2979,5
5283,2559,5283,임학역,2559,583,1
5284,7945,5284,신동아아파트,2454,2808,1
5285,8021,5285,계양구청,4457,8462,1
5286,9029,5286,수림공원,1999,1264,1
5287,9158,5287,간석역,1922,4735,1
5288,8952,5288,동양장사거리,1848,876,1
5289,4587,5289,인고체육관,1848,4122,1
5290,5164,5290,풍림아파트,1873,5165,1
5291,5448,5291,남동공단우체국,1926,5644,1
5292,9017,5292,가좌테니스장,1694,2834,1
5293,8354,5293,한국폴리텍2대학남인천캠퍼스,1694,2834,2
5294,6049,5294,신기사거리,1732,6534,1
5295,1732,5295,국민건강보험남부지사,1587,5569,2
5296,1648,5296,제일시장,5243,9248,1
5297,1690,5297,JC회관,1517,570,2
5298,1600,5298,동부제철,1600,4831,1
5299,6028,5299,인천소방본부,6028,10033,1
5300,1587,5300,새안의원,6049,10054,1
5301,8943,5301,동원아파트,1517,570,1
5302,7844,5302,경서동입구,1591,2813,3
5303,1629,5303,한들마을입구(유아교육진흥원),1627,2164,1
5304,4281,5304,장수사거리,2764,3541,1
5305,8166,5305,진산초등학교,2673,5229,2
5306,8185,5306,한국만화박물관,2617,5745,1
5307,8165,5307,진산초등학교,2617,1367,2
5308,8158,5308,신성미소지움,2586,5227,1
5309,1255,5309,태평아파트2차(A),1257,2145,1
5310,6710,5310,인천공항전망대,196,3571,2
5311,172,5311,인천공항전망대,172,4186,1
5312,4974,5312,월미도종점,700,4847,1
5313,6388,5313,제물포중학교,1825,7028,1
5314,4543,5314,신현북초등학교,4543,8548,1
5315,8240,5315,성민병원,1567,2020,1
5316,1645,5316,현광아파트,1650,4048,1
5317,6002,5317,서인천농협,6002,10007,1
5318,9180,5318,동암마트,1987,4348,1
5319,1574,5319,강남시장,1574,1370,1
5320,962,5320,배다리,961,5730,1
5321,892,5321,화수사거리,892,5738,1
5322,8475,5322,화도진중학교,892,5738,2
5323,7527,5323,마그네,412,1721,1
5324,3736,5324,목비고개,3736,7741,1
5325,7108,5325,창리,4951,8956,1
5326,8537,5326,새한아파트,934,5148,1
5327,1041,5327,굴다리입구,1025,5683,1
5328,866,5328,전동교회,853,6937,1
5329,8411,5329,산곡동주안빌딩,2223,1539,1
5330,5593,5330,3단지관리사무소,2082,5861,1
5331,2075,5331,인송빌라,2075,4673,1
5332,8408,5332,대림아파트후문,2263,63,1
5333,5716,5333,GS칼텍스,699,6050,2
5334,6383,5334,월미문화의거리,6383,10388,1
5335,8515,5335,갑문,721,6405,3
5336,701,5336,서해5도특별경비단,701,5458,1
5337,705,5337,라이프쇼핑앞,705,2343,1
5338,8513,5338,월미테마파크,697,7019,1
5339,5933,5339,8부두,5933,9938,1
5340,749,5340,8부두,749,6357,1
5341,8493,5341,송월시장,783,1671,1
5342,8506,5342,중구청,4248,8253,1
5343,761,5343,인천역(차이나타운),761,3468,1
5344,8509,5344,선창산업,749,1844,1
5345,5038,5345,인천대공원,5038,9043,1
5346,9297,5346,일신동행정복지센터,2701,7081,1
5347,3790,5347,청천하우스디아파트,3790,7795,1
5348,4171,5348,학산사거리,1414,3264,1
5349,1306,5349,현광아파트,1306,6598,1
5350,6200,5350,정광아파트(병무청),6200,10205,1
5351,8594,5351,조개고개,5602,9607,1
5352,8365,5352,부평구보건소,6436,10441,1
5353,7799,5353,갈산태화아파트,2399,5682,1
5354,5758,5354,갈산태화아파트,5758,9763,1
5355,7795,5355,갈산사거리,5722,9727,1
5356,8176,5356,대동아파트,2371,6084,2
5357,8031,5357,하나아파트,2381,667,2
5358,5318,5358,삼보아파트(계양구청),5318,9323,1
5359,8049,5359,동보아파트,2562,6483,1
5360,2578,5360,계양구청앞,2616,1552,1
5361,5591,5361,계양도서관,5591,9596,1
5362,2232,5362,효성현대4차,2232,5610,1
5363,8108,5363,효성소방파출소,2073,5607,1
5364,6709,5364,영종선착장,672,3441,1
5365,8409,5365,산곡교회,2221,1978,1
5366,5388,5366,십정사거리,5388,9393,1
5367,7817,5367,원창동(종점),1369,1760,1
5368,9241,5368,부평여자중학교,2536,6077,1
5369,4430,5369,부개주공3단지,4430,8435,1
5370,4584,5370,북구도서관,4584,8589,1
5371,8190,5371,부개주공2단지,2600,1578,1
5372,8707,5372,원인재역(1번출구),1830,3097,1
5373,1432,5373,효성아파트,1432,2721,1
5374,1535,5374,연학초등학교,1649,3559,2
5375,8553,5375,인천정보산업고등학교,961,2978,1
5376,8547,5376,중구노인복지회관,862,3050,2
5377,4245,5377,계양문화회관,2262,3463,2
5378,5588,5378,계산국민체육센터,5588,9593,1
5379,8136,5379,아이즈빌(부평CGV),2064,1471,1
5380,2050,5380,삼일산업,2003,1269,2
5381,1948,5381,고려양행,1948,547,1
5382,5974,5382,문학경기장(월드컵경기장),1911,6417,1
5383,8958,5383,중부고용노동청(인천고용센터),1980,1684,1
