LINK_NO,F_NODE,T_NODE,TYPE,LENGTH,F_ID,LINK_ID,T_ID
4221,1364,1392,1,208.000000km,1630023400,1630075100,1620003800
4221,1392,1364,1,208.000000km,1630023400,1630075100,1620003800
4222,1364,1390,1,332.000000km,1680006200,1620010400,1620003800
4222,1390,1364,1,332.000000km,1680006200,1620010400,1620003800
4223,1149,4639,1,220.000000km,1620005400,1620014200,1620005100
4223,4639,1149,1,220.000000km,1620005400,1620014200,1620005100
4224,1224,1229,1,239.000000km,1630005500,1630079000,1630026100
4224,1229,1224,1,239.000000km,1630005500,1630079000,1630026100
4225,1224,4640,1,238.000000km,1630026100,1630078900,1630005500
4225,4640,1224,1,238.000000km,1630026100,1630078900,1630005500
4226,2283,2358,1,592.000000km,1650033400,1650108900,1650034600
4226,2358,2283,1,592.000000km,1650033400,1650108900,1650034600
4227,2158,4641,1,392.000000km,1650004000,1650009200,1650003900
4227,4641,2158,1,392.000000km,1650004000,1650009200,1650003900
4228,34,45,1,717.000000km,1690046400,1690084100,1690046500
4228,45,34,1,717.000000km,1690046400,1690084100,1690046500
4229,1473,1500,1,304.000000km,1630024000,1630076800,1630015800
4229,1500,1473,1,304.000000km,1630024000,1630076800,1630015800
4230,1445,1473,1,339.000000km,1630015100,1630049500,1630024000
4230,1473,1445,1,339.000000km,1630015100,1630049500,1630024000
4231,1401,1431,1,246.000000km,1630023500,1630075500,1630024100
4231,1431,1401,1,246.000000km,1630023500,1630075500,1630024100
4232,863,914,1,374.000000km,1680042500,1680128800,1680043200
4232,914,863,1,374.000000km,1680042500,1680128800,1680043200
4233,353,368,1,453.000000km,1610014200,1610040500,1610013500
4233,368,353,1,453.000000km,1610014200,1610040500,1610013500
4234,368,392,1,486.000000km,1610013500,1610040300,1610014000
4234,392,368,1,486.000000km,1610013500,1610040300,1610014000
4235,2183,4642,1,693.000000km,1650051400,1650152700,1650051300
4235,4642,2183,1,693.000000km,1650051400,1650152700,1650051300
4236,2252,2255,1,229.000000km,1650050500,1650150300,1650050900
4236,2255,2252,1,229.000000km,1650050500,1650150300,1650050900
4237,2211,2252,1,289.000000km,1650050500,1650149300,1650050400
4237,2252,2211,1,289.000000km,1650050500,1650149300,1650050400
4238,1658,4643,1,636.000000km,1680066300,1680190000,1680055100
4238,4643,1658,1,636.000000km,1680066300,1680190000,1680055100
4239,1643,1658,1,33.000000km,1680055000,1680189900,1680066300
4239,1658,1643,1,33.000000km,1680055000,1680189900,1680066300
4240,1658,4644,1,34.000000km,1680066300,1680189800,1680055000
4240,4644,1658,1,34.000000km,1680066300,1680189800,1680055000
4241,1784,4645,1,123.000000km,1680027100,1680077900,1680018000
4241,4645,1784,1,123.000000km,1680027100,1680077900,1680018000
4242,1682,4646,1,505.000000km,1680003600,1680019200,1680028000
4242,4646,1682,1,505.000000km,1680003600,1680019200,1680028000
4243,1653,1677,1,216.000000km,1680022700,1680093900,1680050300
4243,1677,1653,1,216.000000km,1680022700,1680093900,1680050300
4244,1658,1677,1,285.000000km,1680066300,1680189500,1680022700
4244,1677,1658,1,285.000000km,1680066300,1680189500,1680022700
4245,1677,4647,1,282.000000km,1680022700,1680189400,1680066300
4245,4647,1677,1,282.000000km,1680022700,1680189400,1680066300
4246,446,4648,1,237.000000km,1610027500,1610182100,1610061900
4246,4648,446,1,237.000000km,1610027500,1610182100,1610061900
4247,400,423,1,226.000000km,1610007700,1610024700,1610007500
4247,423,400,1,226.000000km,1610007700,1610024700,1610007500
4248,423,4649,1,229.000000km,1610007500,1610024800,1610007700
4248,4649,423,1,229.000000km,1610007500,1610024800,1610007700
4249,587,589,1,396.000000km,1610046000,1610134600,1610040300
4249,589,587,1,396.000000km,1610046000,1610134600,1610040300
4250,587,4650,1,394.000000km,1610040300,1610117100,1610046000
4250,4650,587,1,394.000000km,1610040300,1610117100,1610046000
4251,408,4651,1,294.000000km,1690045300,1690089400,1690048000
4251,4651,408,1,294.000000km,1690045300,1690089400,1690048000
4252,562,4652,1,2154.000000km,1690012000,1690089200,1690045200
4252,4652,562,1,2154.000000km,1690012000,1690089200,1690045200
4253,2451,4653,1,384.000000km,1650051700,1650154700,1650013800
4253,4653,2451,1,384.000000km,1650051700,1650154700,1650013800
4254,2451,4654,1,1071.000000km,1650051700,1650154400,1650049900
4254,4654,2451,1,1071.000000km,1650051700,1650154400,1650049900
4255,1519,4655,1,314.000000km,1680055900,1680165500,1680050500
4255,4655,1519,1,314.000000km,1680055900,1680165500,1680050500
4256,904,4656,1,257.000000km,1630000700,1630001600,1630000800
4256,4656,904,1,257.000000km,1630000700,1630001600,1630000800
4257,824,863,1,301.000000km,1680043200,1680128900,1680043100
4257,863,824,1,301.000000km,1680043200,1680128900,1680043100
4258,824,4657,1,302.000000km,1680043100,1680129000,1680043200
4258,4657,824,1,302.000000km,1680043100,1680129000,1680043200
4259,557,566,1,502.000000km,1610065900,1610180500,1610027000
4259,566,557,1,502.000000km,1610065900,1610180500,1610027000
4260,566,4658,1,491.000000km,1610027000,1610180400,1610065900
4260,4658,566,1,491.000000km,1610027000,1610180400,1610065900
4261,457,4659,1,561.000000km,1610052700,1610154200,1610052900
4261,4659,457,1,561.000000km,1610052700,1610154200,1610052900
4262,524,538,1,339.000000km,1610066000,1610180300,1610066100
4262,538,524,1,339.000000km,1610066000,1610180300,1610066100
4263,538,550,1,244.000000km,1610066000,1610180200,1610066200
4263,550,538,1,244.000000km,1610066000,1610180200,1610066200
4264,524,4660,1,295.000000km,1610066100,1610180100,1610034400
4264,4660,524,1,295.000000km,1610066100,1610180100,1610034400
4265,524,4661,1,333.000000km,1610066100,1610180000,1610066000
4265,4661,524,1,333.000000km,1610066100,1610180000,1610066000
4266,550,4662,1,243.000000km,1610066200,1610179900,1610066000
4266,4662,550,1,243.000000km,1610066200,1610179900,1610066000
4267,550,4663,1,621.000000km,1610066200,1610179800,1610034300
4267,4663,550,1,621.000000km,1610066200,1610179800,1610034300
4268,527,532,1,216.000000km,1610051600,1610176400,1610061800
4268,532,527,1,216.000000km,1610051600,1610176400,1610061800
4269,542,4664,1,317.000000km,1610066800,1610176300,1610033700
4269,4664,542,1,317.000000km,1610066800,1610176300,1610033700
4270,540,542,1,72.000000km,1610066800,1610176200,1610065500
4270,542,540,1,72.000000km,1610066800,1610176200,1610065500
4271,545,570,1,927.000000km,1610066900,1610176100,1610060200
4271,570,545,1,927.000000km,1610066900,1610176100,1610060200
4272,542,545,1,79.000000km,1610066800,1610176000,1610066900
4272,545,542,1,79.000000km,1610066800,1610176000,1610066900
4273,2966,2967,1,351.000000km,2240037400,2240112900,2240037800
4273,2967,2966,1,351.000000km,2240037400,2240112900,2240037800
4274,2966,4665,1,347.000000km,2240037800,2240113000,2240037400
4274,4665,2966,1,347.000000km,2240037800,2240113000,2240037400
4275,2967,2972,1,186.000000km,2240037400,2240112700,2240037300
4275,2972,2967,1,186.000000km,2240037400,2240112700,2240037300
4276,2972,2977,1,314.000000km,2240037300,2240111500,2240036900
4276,2977,2972,1,314.000000km,2240037300,2240111500,2240036900
4277,927,946,1,211.000000km,1640042600,1640135900,1640039400
4277,946,927,1,211.000000km,1640042600,1640135900,1640039400
4278,488,4666,1,2493.000000km,1690045200,1690089900,1690022300
4278,4666,488,1,2493.000000km,1690045200,1690089900,1690022300
4279,390,408,1,289.000000km,1690045300,1690089800,1690005100
4279,408,390,1,289.000000km,1690045300,1690089800,1690005100
4280,432,439,1,234.000000km,1690030600,1690089500,1690048100
4280,439,432,1,234.000000km,1690030600,1690089500,1690048100
4281,1450,4667,1,297.000000km,1640004500,1640015500,1640003900
4281,4667,1450,1,297.000000km,1640004500,1640015500,1640003900
4282,1121,1127,1,40.000000km,1640044500,1640134600,1640042200
4282,1127,1121,1,40.000000km,1640044500,1640134600,1640042200
4283,1127,4668,1,39.000000km,1640042200,1640134500,1640044500
4283,4668,1127,1,39.000000km,1640042200,1640134500,1640044500
4284,1029,4669,1,158.000000km,1640044600,1640134400,1640043100
4284,4669,1029,1,158.000000km,1640044600,1640134400,1640043100
4285,1029,4670,1,65.000000km,1640044600,1640134300,1640040000
4285,4670,1029,1,65.000000km,1640044600,1640134300,1640040000
4286,13,16,1,1005.000000km,1690046000,1690085900,1690045800
4286,16,13,1,1005.000000km,1690046000,1690085900,1690045800
4287,16,19,1,994.000000km,1690045800,1690085800,1690046800
4287,19,16,1,994.000000km,1690045800,1690085800,1690046800
4288,18,26,1,1690.000000km,1690046900,1690085700,1690046100
4288,26,18,1,1690.000000km,1690046900,1690085700,1690046100
4289,18,4671,1,1690.000000km,1690046100,1690085600,1690046900
4289,4671,18,1,1690.000000km,1690046100,1690085600,1690046900
4290,26,28,1,420.000000km,1690046900,1690085500,1690047900
4290,28,26,1,420.000000km,1690046900,1690085500,1690047900
4291,45,4672,1,716.000000km,1690046500,1690085400,1690046400
4291,4672,45,1,716.000000km,1690046500,1690085400,1690046400
4292,288,4673,1,2871.000000km,1690043600,1690093600,1690008300
4292,4673,288,1,2871.000000km,1690043600,1690093600,1690008300
4293,44,4674,1,1325.000000km,1690043800,1690093300,1690036500
4293,4674,44,1,1325.000000km,1690043800,1690093300,1690036500
4294,931,4675,1,242.000000km,1610038300,1610110400,1610008000
4294,4675,931,1,242.000000km,1610038300,1610110400,1610008000
4295,88,93,1,291.000000km,1690044000,1690093000,1690039300
4295,93,88,1,291.000000km,1690044000,1690093000,1690039300
4296,1234,1283,1,292.000000km,1650049000,1650145600,1650048900
4296,1283,1234,1,292.000000km,1650049000,1650145600,1650048900
4297,1474,1484,1,66.000000km,1680072100,1680191500,1680050400
4297,1484,1474,1,66.000000km,1680072100,1680191500,1680050400
4298,1351,1474,1,973.000000km,1680072100,1680191400,1680005200
4298,1474,1351,1,973.000000km,1680072100,1680191400,1680005200
4299,1121,1148,1,298.000000km,1640044500,1640134700,1640020900
4299,1148,1121,1,298.000000km,1640044500,1640134700,1640020900
4300,2718,2759,1,952.000000km,1650014000,1650049600,1650015300
4300,2759,2718,1,952.000000km,1650014000,1650049600,1650015300
4301,2718,4676,1,959.000000km,1650015300,1650049500,1650014000
4301,4676,2718,1,959.000000km,1650015300,1650049500,1650014000
4302,1523,1593,1,318.000000km,1640002700,1640010800,1640002800
4302,1593,1523,1,318.000000km,1640002700,1640010800,1640002800
4303,1646,1710,1,341.000000km,1640003100,1640011900,1640003000
4303,1710,1646,1,341.000000km,1640003100,1640011900,1640003000
4304,1710,4677,1,340.000000km,1640003000,1640012000,1640003100
4304,4677,1710,1,340.000000km,1640003000,1640012000,1640003100
4305,1798,4678,1,578.000000km,1640004000,1640012800,1640003200
4305,4678,1798,1,578.000000km,1640004000,1640012800,1640003200
4306,1453,1503,1,337.000000km,1640040100,1640143100,1640002100
4306,1503,1453,1,337.000000km,1640040100,1640143100,1640002100
4307,1503,4679,1,335.000000km,1640002100,1640143000,1640040100
4307,4679,1503,1,335.000000km,1640002100,1640143000,1640040100
4308,1518,4680,1,81.000000km,1640002300,1640142900,1640044200
4308,4680,1518,1,81.000000km,1640002300,1640142900,1640044200
4309,2491,4681,1,160.000000km,1650024900,1650080600,1650015400
4309,4681,2491,1,160.000000km,1650024900,1650080600,1650015400
4310,2518,4682,1,153.000000km,1650014900,1650052600,1650024900
4310,4682,2518,1,153.000000km,1650014900,1650052600,1650024900
4311,2435,2486,1,282.000000km,1650024700,1650080400,1650024800
4311,2486,2435,1,282.000000km,1650024700,1650080400,1650024800
4312,1551,4683,1,546.000000km,1680007900,1680027900,1680009200
4312,4683,1551,1,546.000000km,1680007900,1680027900,1680009200
4313,224,359,1,3639.000000km,1690006100,1690108700,1690031400
4313,359,224,1,3639.000000km,1690006100,1690108700,1690031400
4314,224,4684,1,3641.000000km,1690031400,1690108600,1690006100
4314,4684,224,1,3641.000000km,1690031400,1690108600,1690006100
4315,158,4685,1,967.000000km,1690019700,1690051900,1690012800
4315,4685,158,1,967.000000km,1690019700,1690051900,1690012800
4316,115,156,1,1734.000000km,1690012600,1690128800,1690042800
4316,156,115,1,1734.000000km,1690012600,1690128800,1690042800
4317,105,111,1,278.000000km,1690039800,1690128700,1690042700
4317,111,105,1,278.000000km,1690039800,1690128700,1690042700
4318,150,4686,1,2031.000000km,1690031000,1690127300,1690052600
4318,4686,150,1,2031.000000km,1690031000,1690127300,1690052600
4319,231,4687,1,1809.000000km,1690013000,1690034500,1690013100
4319,4687,231,1,1809.000000km,1690013000,1690034500,1690013100
4320,1676,1678,1,546.000000km,1680003700,1680006900,1680003500
4320,1678,1676,1,546.000000km,1680003700,1680006900,1680003500
4321,2983,2990,1,189.000000km,1150002400,1150023500,1150007600
4321,2990,2983,1,189.000000km,1150002400,1150023500,1150007600
4322,1676,4688,1,546.000000km,1680003500,1680007000,1680003700
4322,4688,1676,1,546.000000km,1680003500,1680007000,1680003700
4323,2946,3001,1,1896.000000km,2120010400,1140044300,2120000900
4323,3001,2946,1,1896.000000km,2120010400,1140044300,2120000900
4324,2251,2470,1,1371.000000km,1650002200,1650004500,1650002000
4324,2470,2251,1,1371.000000km,1650002200,1650004500,1650002000
4325,2177,2251,1,879.000000km,1650002200,1650005700,1650001800
4325,2251,2177,1,879.000000km,1650002200,1650005700,1650001800
4326,2817,4689,1,893.000000km,1660000100,1650009400,1650003800
4326,4689,2817,1,893.000000km,1660000100,1650009400,1650003800
4327,2470,4690,1,1371.000000km,1650002000,1650004600,1650002200
4327,4690,2470,1,1371.000000km,1650002000,1650004600,1650002200
4328,2470,2597,1,868.000000km,1650002300,1650005300,1650002000
4328,2597,2470,1,868.000000km,1650002300,1650005300,1650002000
4329,2597,2640,1,888.000000km,1650001900,1650005100,1650002300
4329,2640,2597,1,888.000000km,1650001900,1650005100,1650002300
4330,2597,4691,1,1578.000000km,1650002300,1650005200,1650001900
4330,4691,2597,1,1578.000000km,1650002300,1650005200,1650001900
4331,2371,2453,1,473.000000km,1660015500,1660048500,1660015700
4331,2453,2371,1,473.000000km,1660015500,1660048500,1660015700
4332,2457,2463,1,312.000000km,1660017800,1660056400,1670000600
4332,2463,2457,1,312.000000km,1660017800,1660056400,1670000600
4333,2463,4692,1,312.000000km,1670000600,1660056500,1660017800
4333,4692,2463,1,312.000000km,1670000600,1660056500,1660017800
4334,1302,4693,1,162.000000km,1640014300,1640048700,1640014600
4334,4693,1302,1,162.000000km,1640014300,1640048700,1640014600
4335,1275,1294,1,323.000000km,1640014600,1640049600,1640015800
4335,1294,1275,1,323.000000km,1640014600,1640049600,1640015800
4336,2457,2467,1,592.000000km,1670003700,1660056300,1660017800
4336,2467,2457,1,592.000000km,1670003700,1660056300,1660017800
4337,2457,4694,1,592.000000km,1660017800,1660056200,1670003700
4337,4694,2457,1,592.000000km,1660017800,1660056200,1670003700
4338,2360,4695,1,306.000000km,1660011300,1660034200,1660011200
4338,4695,2360,1,306.000000km,1660011300,1660034200,1660011200
4339,170,178,1,153.000000km,1610003300,1610012500,1610003200
4339,178,170,1,153.000000km,1610003300,1610012500,1610003200
4340,178,4696,1,151.000000km,1610003200,1610012600,1610003300
4340,4696,178,1,151.000000km,1610003200,1610012600,1610003300
4341,193,4697,1,1607.000000km,1610010000,1610200100,1610067600
4341,4697,193,1,1607.000000km,1610010000,1610200100,1610067600
4342,184,215,1,1252.000000km,1610016300,1610047900,1610016100
4342,215,184,1,1252.000000km,1610016300,1610047900,1610016100
4343,215,4698,1,1255.000000km,1610016100,1610048000,1610016300
4343,4698,215,1,1255.000000km,1610016100,1610048000,1610016300
4344,2960,4699,1,342.000000km,2240013700,2240029200,2240013300
4344,4699,2960,1,342.000000km,2240013700,2240029200,2240013300
4345,2950,4700,1,468.000000km,2240011200,2240025300,2240012200
4345,4700,2950,1,468.000000km,2240011200,2240025300,2240012200
4346,2950,4701,1,436.000000km,2240011200,2240159300,2240010600
4346,4701,2950,1,436.000000km,2240011200,2240159300,2240010600
4347,1700,4702,1,179.000000km,1640016800,1640054300,1640013500
4347,4702,1700,1,179.000000km,1640016800,1640054300,1640013500
4348,1987,1994,1,246.000000km,1660020100,1660062800,1660020200
4348,1994,1987,1,246.000000km,1660020100,1660062800,1660020200
4349,1994,2009,1,147.000000km,1660020200,1660062600,1660002200
4349,2009,1994,1,147.000000km,1660020200,1660062600,1660002200
4350,2009,4703,1,149.000000km,1660002200,1660008700,1660020200
4350,4703,2009,1,149.000000km,1660002200,1660008700,1660020200
4351,2911,2912,1,238.000000km,2120004100,2120013100,2120003800
4351,2912,2911,1,238.000000km,2120004100,2120013100,2120003800
4352,2921,2933,1,310.000000km,2120004700,2120010300,2120000300
4352,2933,2921,1,310.000000km,2120004700,2120010300,2120000300
4353,2933,4704,1,311.000000km,2120000300,2120010400,2120004700
4353,4704,2933,1,311.000000km,2120000300,2120010400,2120004700
4354,2859,2870,1,360.000000km,2100008700,2100032300,2100010700
4354,2870,2859,1,360.000000km,2100008700,2100032300,2100010700
4355,2874,2875,1,309.000000km,2100012600,2100044100,2100015100
4355,2875,2874,1,309.000000km,2100012600,2100044100,2100015100
4356,2875,4705,1,308.000000km,2100015100,2100044200,2100012600
4356,4705,2875,1,308.000000km,2100015100,2100044200,2100012600
4357,2756,2783,1,177.000000km,2100005900,2100097100,2100005700
4357,2783,2756,1,177.000000km,2100005900,2100097100,2100005700
4358,2783,4706,1,177.000000km,2100005700,2100097000,2100005900
4358,4706,2783,1,177.000000km,2100005700,2100097000,2100005900
4359,2728,2756,1,123.000000km,2100006200,2100096900,2100005900
4359,2756,2728,1,123.000000km,2100006200,2100096900,2100005900
4360,2756,4707,1,123.000000km,2100005900,2100096800,2100006200
4360,4707,2756,1,123.000000km,2100005900,2100096800,2100006200
4361,2830,2834,1,318.000000km,2100007200,2100011300,2100001500
4361,2834,2830,1,318.000000km,2100007200,2100011300,2100001500
4362,1352,4708,1,32.000000km,1640017600,1640066300,1640030500
4362,4708,1352,1,32.000000km,1640017600,1640066300,1640030500
4363,2892,4709,1,661.000000km,2320000100,2320002000,2320000900
4363,4709,2892,1,661.000000km,2320000100,2320002000,2320000900
4364,2816,2834,1,230.000000km,2100002100,2100012400,2100007200
4364,2834,2816,1,230.000000km,2100002100,2100012400,2100007200
4365,2850,4710,1,354.000000km,2100008800,2100013100,2100002400
4365,4710,2850,1,354.000000km,2100008800,2100013100,2100002400
4366,95,116,1,977.000000km,1610048100,1610141000,1610044400
4366,116,95,1,977.000000km,1610048100,1610141000,1610044400
4367,79,4711,1,394.000000km,1610024400,1610068900,1610024300
4367,4711,79,1,394.000000km,1610024400,1610068900,1610024300
4368,2965,2974,1,457.000000km,2320011900,2320028100,2320011800
4368,2974,2965,1,457.000000km,2320011900,2320028100,2320011800
4369,2907,2919,1,1697.000000km,1670020500,1670057600,1670002000
4369,2919,2907,1,1697.000000km,1670020500,1670057600,1670002000
4370,2744,4712,1,188.000000km,1650016000,1650100800,1650015300
4370,4712,2744,1,188.000000km,1650016000,1650100800,1650015300
4371,1258,1318,1,597.000000km,1680029900,1680086900,1680020100
4371,1318,1258,1,597.000000km,1680029900,1680086900,1680020100
4372,2278,4713,1,164.000000km,1660019100,1660059600,1660008100
4372,4713,2278,1,164.000000km,1660019100,1660059600,1660008100
4373,2406,2423,1,55.000000km,1660005400,1660059400,1660037300
4373,2423,2406,1,55.000000km,1660005400,1660059400,1660037300
4374,2663,4714,1,66.000000km,1670018700,1670052100,1670018400
4374,4714,2663,1,66.000000km,1670018700,1670052100,1670018400
4375,2094,4715,1,375.000000km,1660007000,1660018000,1660021400
4375,4715,2094,1,375.000000km,1660007000,1660018000,1660021400
4376,2277,2302,1,200.000000km,1650023400,1650075700,1650023100
4376,2302,2277,1,200.000000km,1650023400,1650075700,1650023100
4377,424,4716,1,838.000000km,1690000500,1690030600,1690049600
4377,4716,424,1,838.000000km,1690000500,1690030600,1690049600
4378,2890,4717,1,592.000000km,1650027100,1650088600,1650032400
4378,4717,2890,1,592.000000km,1650027100,1650088600,1650032400
4379,2882,2890,1,268.000000km,1650002400,1650006000,1650027100
4379,2890,2882,1,268.000000km,1650002400,1650006000,1650027100
4380,2890,4718,1,264.000000km,1650027100,1650088300,1650002400
4380,4718,2890,1,264.000000km,1650027100,1650088300,1650002400
4381,3208,4719,1,1155.000000km,2200011000,2200030300,2200000300
4381,4719,3208,1,1155.000000km,2200011000,2200030300,2200000300
4382,1364,4720,1,369.000000km,1620003800,1630007600,1630016100
4382,4720,1364,1,369.000000km,1620003800,1630007600,1630016100
4383,1364,4721,1,381.000000km,1620003800,1630007800,1620004200
4383,4721,1364,1,381.000000km,1620003800,1630007800,1620004200
4384,189,4722,1,470.000000km,1690053600,1690142200,1690050000
4384,4722,189,1,470.000000km,1690053600,1690142200,1690050000
4385,392,403,1,110.000000km,1610014000,1610041100,1610013800
4385,403,392,1,110.000000km,1610014000,1610041100,1610013800
4386,403,4723,1,111.000000km,1610013800,1610041200,1610014000
4386,4723,403,1,111.000000km,1610013800,1610041200,1610014000
4387,394,395,1,59.000000km,1610015200,1610046000,1610015500
4387,395,394,1,59.000000km,1610015200,1610046000,1610015500
4388,395,4724,1,60.000000km,1610015500,1610045900,1610015200
4388,4724,395,1,60.000000km,1610015500,1610045900,1610015200
4389,407,414,1,80.000000km,1610014300,1610042800,1610014400
4389,414,407,1,80.000000km,1610014300,1610042800,1610014400
4390,393,407,1,132.000000km,1610014600,1610043100,1610014400
4390,407,393,1,132.000000km,1610014600,1610043100,1610014400
4391,407,4725,1,132.000000km,1610014400,1610043200,1610014600
4391,4725,407,1,132.000000km,1610014400,1610043200,1610014600
4392,414,4726,1,96.000000km,1610014300,1610042900,1610014900
4392,4726,414,1,96.000000km,1610014300,1610042900,1610014900
4393,766,4727,1,114.000000km,1610001800,1610010300,1610011900
4393,4727,766,1,114.000000km,1610001800,1610010300,1610011900
4394,774,4728,1,118.000000km,1610011900,1610036300,1610012100
4394,4728,774,1,118.000000km,1610011900,1610036300,1610012100
4395,2922,2947,1,995.000000km,2320000800,2320003500,2320000900
4395,2947,2922,1,995.000000km,2320000800,2320003500,2320000900
4396,2922,4729,1,643.000000km,2320000900,2320003600,2320000800
4396,4729,2922,1,643.000000km,2320000900,2320003600,2320000800
4397,2913,4730,1,59.000000km,2100025000,2100082100,2100024800
4397,4730,2913,1,59.000000km,2100025000,2100082100,2100024800
4398,2668,2795,1,672.000000km,2100021600,2100070700,2100020900
4398,2795,2668,1,672.000000km,2100021600,2100070700,2100020900
4399,2795,4731,1,672.000000km,2100020900,2100070800,2100021600
4399,4731,2795,1,672.000000km,2100020900,2100070800,2100021600
4400,189,191,1,15.000000km,1690053600,1690142600,1690053700
4400,191,189,1,15.000000km,1690053600,1690142600,1690053700
4401,534,535,1,19.000000km,1690053500,1690142100,1690053400
4401,535,534,1,19.000000km,1690053500,1690142100,1690053400
4402,2911,2914,1,75.000000km,2120004100,2120014000,2120004800
4402,2914,2911,1,75.000000km,2120004100,2120014000,2120004800
4403,2914,4732,1,76.000000km,2120004800,2120013900,2120004100
4403,4732,2914,1,76.000000km,2120004800,2120013900,2120004100
4404,2912,4733,1,239.000000km,2120003800,2120013200,2120004100
4404,4733,2912,1,239.000000km,2120003800,2120013200,2120004100
4405,2484,2592,1,505.000000km,2240003300,2240040400,2240025800
4405,2592,2484,1,505.000000km,2240003300,2240040400,2240025800
4406,2592,4734,1,504.000000km,2240025800,2240040500,2240003300
4406,4734,2592,1,504.000000km,2240025800,2240040500,2240003300
4407,2507,4735,1,140.000000km,2240025200,2240151500,2240046800
4407,4735,2507,1,140.000000km,2240025200,2240151500,2240046800
4408,2527,2545,1,151.000000km,2240025500,2240151400,2240046800
4408,2545,2527,1,151.000000km,2240025500,2240151400,2240046800
4409,3011,3036,1,1493.000000km,2240014100,2240018800,2240010800
4409,3036,3011,1,1493.000000km,2240014100,2240018800,2240010800
4410,3036,4736,1,1492.000000km,2240010800,2240029400,2240014100
4410,4736,3036,1,1492.000000km,2240010800,2240029400,2240014100
4411,3002,3011,1,423.000000km,2240014200,2240029500,2240014100
4411,3011,3002,1,423.000000km,2240014200,2240029500,2240014100
4412,3011,4737,1,430.000000km,2240014100,2240018700,2240014200
4412,4737,3011,1,430.000000km,2240014100,2240018700,2240014200
4413,2952,3034,1,2601.000000km,2240007800,2240017100,2240009000
4413,3034,2952,1,2601.000000km,2240007800,2240017100,2240009000
4414,2851,2855,1,305.000000km,2100003600,2100006500,2100003500
4414,2855,2851,1,305.000000km,2100003600,2100006500,2100003500
4415,2863,2865,1,326.000000km,2100004000,2100007300,2100003900
4415,2865,2863,1,326.000000km,2100004000,2100007300,2100003900
4416,2863,4738,1,408.000000km,2100003900,2100006900,2100003600
4416,4738,2863,1,408.000000km,2100003900,2100006900,2100003600
4417,2839,2846,1,304.000000km,2100003300,2100005900,2100003000
4417,2846,2839,1,304.000000km,2100003300,2100005900,2100003000
4418,714,742,1,596.000000km,1680028400,1680081700,1680049200
4418,742,714,1,596.000000km,1680028400,1680081700,1680049200
4419,1196,4739,1,207.000000km,1680013300,1680041800,1680013400
4419,4739,1196,1,207.000000km,1680013300,1680041800,1680013400
4420,2089,4740,1,761.000000km,1650014200,1650050300,1650016700
4420,4740,2089,1,761.000000km,1650014200,1650050300,1650016700
4421,2110,4741,1,190.000000km,1650017500,1650060300,1650018300
4421,4741,2110,1,190.000000km,1650017500,1650060300,1650018300
4422,2068,4742,1,247.000000km,1650021300,1650069800,1650021200
4422,4742,2068,1,247.000000km,1650021300,1650069800,1650021200
4423,2019,4743,1,193.000000km,1650021200,1650069000,1650020700
4423,4743,2019,1,193.000000km,1650021200,1650069000,1650020700
4424,862,4744,1,317.000000km,1610001100,1610002200,1610001200
4424,4744,862,1,317.000000km,1610001100,1610002200,1610001200
4425,331,4745,1,371.000000km,1610002500,1610005100,1610002400
4425,4745,331,1,371.000000km,1610002500,1610005100,1610002400
4426,404,4746,1,1091.000000km,1610002800,1610006200,1610002900
4426,4746,404,1,1091.000000km,1610002800,1610006200,1610002900
4427,1999,4747,1,372.000000km,1650020700,1650013200,1630011600
4427,4747,1999,1,372.000000km,1650020700,1650013200,1630011600
4428,2089,4748,1,460.000000km,1650014200,1650048700,1650013700
4428,4748,2089,1,460.000000km,1650014200,1650048700,1650013700
4429,2674,4749,1,385.000000km,2240039700,2240118500,2240004200
4429,4749,2674,1,385.000000km,2240039700,2240118500,2240004200
4430,2646,2657,1,64.000000km,2240039300,2240118100,2240039600
4430,2657,2646,1,64.000000km,2240039300,2240118100,2240039600
4431,1043,4750,1,407.000000km,1640033600,1640112600,1640000600
4431,4750,1043,1,407.000000km,1640033600,1640112600,1640000600
4432,1043,1075,1,348.000000km,1640033600,1640140900,1640044800
4432,1075,1043,1,348.000000km,1640033600,1640140900,1640044800
4433,2657,4751,1,64.000000km,2240039600,2240118200,2240039300
4433,4751,2657,1,64.000000km,2240039600,2240118200,2240039300
4434,2580,4752,1,603.000000km,2240039100,2240117500,2240039500
4434,4752,2580,1,603.000000km,2240039100,2240117500,2240039500
4435,1448,1468,1,238.000000km,1640001300,1640002500,1640000100
4435,1468,1448,1,238.000000km,1640001300,1640002500,1640000100
4436,1555,4753,1,81.000000km,1640001900,1640007900,1640001800
4436,4753,1555,1,81.000000km,1640001900,1640007900,1640001800
4437,2203,2206,1,279.000000km,1650020100,1650067600,1650020900
4437,2206,2203,1,279.000000km,1650020100,1650067600,1650020900
4438,2220,2231,1,264.000000km,1650028700,1650093000,1650025500
4438,2231,2220,1,264.000000km,1650028700,1650093000,1650025500
4439,2220,2329,1,689.000000km,1650028700,1650092900,1650007800
4439,2329,2220,1,689.000000km,1650028700,1650092900,1650007800
4440,2231,4754,1,264.000000km,1650025500,1650082700,1650028700
4440,4754,2231,1,264.000000km,1650025500,1650082700,1650028700
4441,1993,4755,1,53.000000km,1670014900,1670041200,1670002800
