노선번호,﻿ISC노선ID,정류소순번,정류소명,정류장ID,정류소 이동시간,서비스시간
10,28011002,63,미래타운5단지505동,2801261,00:00:47,00:00:07
10,28011002,64,미래타운5단지501동,2801267,00:01:25,00:00:04
10,28011002,65,삼산주공1단지(상가앞),2801266,00:00:33,00:00:53
10,28011002,66,대보아파트,2801276,00:21:30,00:00:21
10,28011002,67,삼산사거리,2801240,00:02:14,00:00:06
10,28011002,68,갈산주공1단지105동,2801161,00:00:56,00:00:06
10,28011002,69,한국아파트,2801158,00:00:53,00:00:06
10,28011002,70,굴포천역(롯데마트),2801159,00:01:25,00:00:27
10,28011002,71,굴포천역(신복사거리),2801409,00:02:15,00:00:24
10,28011002,72,영창한의원,2801449,00:02:14,00:00:17
10,28011002,73,나누리병원,2801493,00:02:12,00:00:27
10,28011002,74,부흥오거리(소망병원),2801515,00:01:28,00:00:05
10,28011002,75,부평시장,2801589,00:01:14,00:00:23
10,28011002,76,진선미예식장,2801619,00:01:25,00:00:23
10,28011002,77,부평역,2801658,00:03:22,00:00:19
10,28011002,78,부원중학교,2801672,00:00:53,00:00:06
10,28011002,79,2001아울렛,2801684,00:02:32,00:00:09
10,28011002,80,현대아파트,2801718,00:00:37,00:00:18
10,28011002,81,부평도서관,2801741,00:02:12,00:00:02
10,28011002,82,백운공원(부평아트센터),2801750,00:01:15,00:00:13
10,28011002,83,상정고,2801755,00:00:31,00:00:22
10,28011002,84,상정중학교,2801765,00:01:08,00:00:03
10,28011002,85,십정고개,2801773,00:01:16,00:00:06
10,28011002,86,십정초등학교,2801774,00:00:20,00:00:20
10,28011002,87,동암역,2801787,00:01:07,00:00:09
10,28011002,88,간석종합시장,2801992,00:03:15,00:00:36
10,28011002,89,간석역,2802022,00:00:49,00:00:10
10,28011002,90,광명아파트,2802038,00:02:42,00:00:02
10,28011002,91,주안국민은행,2802672,00:00:37,00:00:19
10,28011002,92,주안북부역,2802683,00:01:32,00:00:28
10,28011002,93,태화아파트,2802685,00:00:21,00:00:18
10,28011002,94,신태양아파트,2802695,00:01:05,00:00:23
10,28011002,95,대화초등학교,2802702,00:01:24,00:00:08
10,28011002,96,도화오거리,2802707,00:04:02,00:00:07
10,28011002,97,상수도사업본부(스마트타운),2802715,00:00:49,00:00:08
10,28011002,98,제물포역,2802729,00:02:12,00:00:08
10,28011002,99,인화여고,2805440,00:00:18,00:00:03
10,28011002,100,도화동신협(구박문여고),2802632,00:00:28,00:00:05
10,28011002,101,동산교회,2803129,00:01:57,00:00:05
10,28011002,102,동산고등학교,2803120,00:01:10,00:00:21
10,28011002,103,송림오거리,2805594,00:00:37,00:00:10
10,28011002,104,동구청소년수련관.달동네박물관,2803115,00:01:38,00:00:05
10,28011002,105,배다리삼거리,2803134,00:01:19,00:00:19
10,28011002,106,배다리,2803231,00:01:00,00:00:05
10,28011002,107,동인천역,2803226,00:00:51,00:00:06
10,28011002,108,전동교회,2803217,00:00:59,00:00:04
10,28011002,109,송월동행정복지센터,2803219,00:00:23,00:00:03
10,28011002,110,송월시장,2803223,00:00:21,00:00:05
10,28011002,111,송월동동화마을,2803227,00:00:31,00:00:05
10,28011002,112,인천역(차이나타운),2803239,00:01:00,00:00:07
10,28011002,113,동일아파트,2803240,00:00:49,00:00:03
10,28011002,114,8부두,2803236,00:00:09,00:00:02
10,28011002,115,선창산업,2803248,00:01:32,00:00:03
10,28011002,116,월미공원역,2804859,00:00:07,00:00:04
10,28011002,117,대한제당,2803205,00:00:35,00:00:04
10,28011002,118,GS칼텍스,2806612,00:00:29,00:00:04
10,28011002,119,월미도(시티투어),2803265,00:02:00,00:00:05
10(강화),28032036,1,강화터미널,2800270,00:00:00,00:00:00
10(강화),28032036,2,축협,2800268,00:02:00,00:00:05
10(강화),28032036,3,강화군청,2800264,00:00:30,00:00:06
10(강화),28032036,4,강화경찰서,2804729,00:02:19,00:00:08
10(강화),28032036,5,강화중학교,2804133,00:01:17,00:00:03
10(강화),28032036,6,옥림슈퍼,2804131,00:00:13,00:00:02
10(강화),28032036,7,신왕마을,2804129,00:00:46,00:00:02
10(강화),28032036,8,옥림교회,2804127,00:00:12,00:00:02
10(강화),28032036,9,장승마을,2804125,00:00:15,00:00:02
10(강화),28032036,10,연미고개,2804123,00:00:12,00:00:02
10(강화),28032036,11,구검문소,2804121,00:00:28,00:00:02
10(강화),28032036,12,강화산단,2807387,00:00:13,00:00:02
10(강화),28032036,13,연미정,2804118,00:00:56,00:00:03
10(강화),28032036,14,수곡(월곳리),2804117,00:00:39,00:00:03
10(강화),28032036,15,적두마을(월곳교회),2804115,00:00:15,00:00:02
10(강화),28032036,16,월곳삼거리,2804113,00:00:26,00:00:02
10(강화),28032036,17,돌머루(대산종점),2806364,00:00:28,00:00:00
10(강화),28032036,18,월곳삼거리,2804112,00:10:57,00:00:00
10(강화),28032036,19,적두마을(월곳교회),2804114,00:00:29,00:00:04
10(강화),28032036,20,수곡(월곳리),2804116,00:00:17,00:00:02
10(강화),28032036,21,연미정,2804119,00:00:47,00:00:03
10(강화),28032036,22,강화산단,2807386,00:00:50,00:00:03
10(강화),28032036,23,구검문소,2804120,00:00:15,00:00:02
10(강화),28032036,24,연미고개,2804122,00:00:35,00:00:25
10(강화),28032036,25,장승마을,2804124,00:00:21,00:00:03
10(강화),28032036,26,옥림교회,2804126,00:00:15,00:00:03
10(강화),28032036,27,신왕마을,2804128,00:00:13,00:00:02
10(강화),28032036,28,옥림슈퍼,2804130,00:00:50,00:00:03
10(강화),28032036,29,강화중학교,2804132,00:00:12,00:00:02
10(강화),28032036,30,강화경찰서,2804134,00:01:21,00:00:21
10(강화),28032036,31,강화군청,2800263,00:01:00,00:00:09
10(강화),28032036,32,수협,2800267,00:00:52,00:00:03
10(강화),28032036,33,풍물시장,2804032,00:01:06,00:00:02
10(강화),28032036,34,강화터미널,2806577,00:00:19,00:00:00
1000,28343001,1,경남아너스빌,2800727,00:00:00,00:00:00
1000,28343001,2,거북시장,2800691,00:03:08,00:00:03
1000,28343001,3,성민병원,2800667,00:03:59,00:00:17
1000,28343001,4,신현치안센타,2800340,00:01:34,00:00:12
1000,28343001,5,신현쇼핑,2800624,00:01:11,00:00:42
1000,28343001,6,가정(루원시티)역,2806214,00:02:20,00:00:05
1000,28343001,7,부평IC(미정차),2807582,00:05:08,00:00:01
1000,28343001,8,부천IC진입(미정차),2803502,00:03:46,00:00:01
1000,28343001,9,신월IC(미정차),2807466,00:07:55,00:00:06
1000,28343001,10,선유고등학교,2803415,00:10:38,00:00:06
1000,28343001,11,합정역,2805157,00:05:32,00:00:05
1000,28343001,12,서교동,2805159,00:05:24,00:00:05
1000,28343001,13,홍대입구역,2805161,00:03:08,00:00:06
