노선번호,﻿ISC노선ID,정류소순번,정류소명,정류장ID,정류소 이동시간,서비스시간
21,28022004,37,이토상가,2802172,00:00:24,00:00:06
21,28022004,38,예술회관역(4번출구),2802162,00:00:47,00:00:12
21,28022004,39,구월우체국,2802157,00:03:27,00:00:03
21,28022004,40,구월서초등학교,2802165,00:00:36,00:00:16
21,28022004,41,인고체육관,2802771,00:01:05,00:00:08
21,28022004,42,인고앞,2802758,00:00:32,00:00:16
21,28022004,43,석바위,2802724,00:00:45,00:00:24
21,28022004,44,주안현대아파트,2802732,00:00:30,00:00:04
21,28022004,45,시민공원(문화창작지대)역,2802739,00:00:20,00:00:04
21,28022004,46,교보생명,2802733,00:00:42,00:00:10
21,28022004,47,주안역,2802706,00:01:37,00:00:34
21,28022004,48,주안1동행정복지센터,2802710,00:00:52,00:00:20
21,28022004,49,동원아파트,2802716,00:00:31,00:00:15
21,28022004,50,쑥골고가교,2802722,00:00:52,00:00:06
21,28022004,51,도화오거리,2802707,00:01:19,00:00:04
21,28022004,52,상수도사업본부(스마트타운),2802715,00:01:01,00:00:04
21,28022004,53,제물포역,2802729,00:00:55,00:00:06
21,28022004,54,인화여고,2805440,00:00:53,00:00:05
21,28022004,55,도화동신협(구박문여고),2802632,00:00:42,00:00:05
21,28022004,56,동산교회,2803129,00:00:54,00:00:18
21,28022004,57,동산고등학교,2803120,00:00:37,00:00:28
21,28022004,58,송림오거리,2805594,00:00:24,00:00:04
21,28022004,59,현대시장,2803099,00:02:14,00:00:08
21,28022004,60,송현주공아파트,2803071,00:01:01,00:00:20
21,28022004,61,송현아파트,2803082,00:00:52,00:00:17
21,28022004,62,솔빛마을주공아파트,2803093,00:01:29,00:00:08
21,28022004,63,솔빛마을,2803107,00:01:50,00:00:26
21,28022004,64,송현시장.수도국산달동네박물관,2803121,00:00:16,00:00:03
21,28022004,65,동인천역북광장,2805712,00:01:21,00:00:44
21,28022004,66,화도고개,2803113,00:02:54,00:00:06
21,28022004,67,화도진공원.화도진도서관,2803106,00:00:50,00:00:10
21,28022004,68,동구선거관리위원회,2803048,00:00:54,00:00:05
21,28022004,69,만석비치타운,2803051,00:02:07,00:23:52
21,28022004,70,만석비치타운,2804913,00:02:00,00:00:05
21,28022004,71,만석주공,2803088,00:00:43,00:00:16
21,28022004,72,새마을금고,2803090,00:00:32,00:00:35
21,28022004,73,영풍아파트,2803102,00:00:42,00:00:04
21,28022004,74,화도진공원.화도진도서관,2803108,00:00:15,00:00:03
21,28022004,75,화도고개,2803114,00:00:21,00:00:03
21,28022004,76,동인천역북광장,2805713,00:02:05,00:00:07
21,28022004,77,송현시장.수도국산달동네박물관,2803122,00:00:25,00:00:03
21,28022004,78,솔빛마을,2803104,00:00:18,00:00:14
21,28022004,79,솔빛마을주공아파트,2803094,00:01:14,00:00:04
21,28022004,80,송현아파트,2803080,00:01:10,00:00:04
21,28022004,81,서흥초등학교,2803077,00:00:59,00:00:10
21,28022004,82,현대동부시장,2803101,00:01:09,00:00:16
21,28022004,83,송림오거리,2805595,00:01:30,00:00:15
21,28022004,84,동산고,2803123,00:00:20,00:00:03
21,28022004,85,동산교회,2803131,00:00:21,00:00:02
21,28022004,86,도화동신협(구박문여고),2803137,00:00:26,00:00:05
21,28022004,87,인화여고,2805441,00:02:02,00:00:07
21,28022004,88,제물포역,2802629,00:01:15,00:00:15
21,28022004,89,상수도사업본부(스마트타운),2802719,00:00:51,00:00:06
21,28022004,90,도화오거리,2802709,00:00:22,00:00:03
21,28022004,91,동원아파트,2802718,00:03:48,00:00:08
21,28022004,92,JC회관,2802712,00:00:18,00:00:02
21,28022004,93,주안역,2802708,00:02:04,00:00:10
21,28022004,94,시민공원(문화창작지대)역,2802738,00:02:27,00:00:05
21,28022004,95,석바위,2802728,00:01:33,00:00:06
21,28022004,96,인고앞,2802744,00:00:54,00:00:02
21,28022004,97,인고체육관(동양장사거리),2802767,00:00:32,00:00:10
21,28022004,98,동양장사거리,2802775,00:01:44,00:00:07
21,28022004,99,구월서초등학교,2802164,00:00:39,00:00:03
21,28022004,100,구월동우체국,2802159,00:00:25,00:00:11
21,28022004,101,예술회관역,2802163,00:02:48,00:00:05
21,28022004,102,인천터미널사거리입구,2802174,00:00:57,00:00:05
21,28022004,103,롯데백화점(인천터미널),2802618,00:03:08,00:00:04
21,28022004,104,농산물도매시장,2802176,00:00:46,00:00:06
21,28022004,105,남인천세무서,2806506,00:00:40,00:00:15
21,28022004,106,구월아시아드6단지,2806502,00:01:09,00:00:10
21,28022004,107,구월아시아드은빛호수공원,2806620,00:01:17,00:00:04
21,28022004,108,경희유치원앞,2807216,00:03:06,00:00:16
21,28022004,109,남동체육관,2806842,00:01:35,00:00:02
21,28022004,110,서창도서관입구,2806773,00:01:34,00:00:04
21,28022004,111,장수.서창동행정복지센터,2801853,00:01:47,00:00:04
21,28022004,112,서창중학교,2805585,00:00:17,00:00:18
21,28022004,113,청광플러스원아파트,2805678,00:00:52,00:00:04
21,28022004,114,서창센트럴푸르지오,2806524,00:01:08,00:00:18
21,28022004,115,서창이편한세상1002동,2806523,00:00:33,00:00:18
21,28022004,116,센타빌딩,2806522,00:01:23,00:00:10
21,28022004,117,청수타워,2806521,00:00:15,00:00:18
21,28022004,118,서창퍼스트뷰후문,2805659,00:01:20,00:00:19
21,28022004,119,도림주공1단지,2802210,00:02:11,00:00:14
21,28022004,120,도림주공2단지,2802213,00:00:11,00:00:03
21,28022004,121,도림주공208동,2802220,00:00:12,00:00:02
21,28022004,122,주적골,2801901,00:00:16,00:00:02
21,28022004,123,논고개길,2805900,00:01:19,00:00:12
21,28022004,124,논현사거리,2801903,00:00:53,00:00:04
21,28022004,125,논현8단지동산마을,2801864,00:01:26,00:00:05
21,28022004,126,논현1동행정복지센터,2801842,00:00:30,00:00:13
21,28022004,127,논현11단지단풍마을A정문,2801851,00:02:20,00:00:07
21,28022004,128,논현12단지산뒤마을,2801832,00:01:39,00:00:04
21,28022004,129,논현13단지푸르네마을,2801830,00:00:17,00:00:18
21,28022004,130,풍림아파트(소래마을),2802241,00:00:45,00:00:03
21,28022004,131,한라아파트,2802244,00:00:08,00:00:02
21,28022004,132,유호아파트,2805898,00:00:22,00:00:02
21,28022004,133,소래포구입구,2805895,00:00:28,00:00:03
21,28022004,134,소래역사관,2805893,00:00:18,00:00:16
21,28022004,135,에코메트로12단지,2803802,00:00:33,00:00:04
21,28022004,136,에코메트로5단지,2805002,00:01:21,00:00:04
21,28022004,137,소래포구역종점,2805765,00:02:00,00:00:05
2-1,28304004,1,호수공원음악분수,2806011,00:00:00,00:00:00
2-1,28304004,2,청라우미린,2805329,00:00:25,00:00:10
2-1,28304004,3,해원고등학교,2806741,00:00:34,00:00:04
2-1,28304004,4,동문굿모닝힐,2805758,00:01:03,00:00:00
2-1,28304004,5,한양수자인,2805334,00:00:56,00:00:47
2-1,28304004,6,청라백세요양병원,2805736,00:02:00,00:00:05
2-1,28304004,7,청라도,2805671,00:01:28,00:00:02
2-1,28304004,8,인천환경공단입구,2805672,00:02:10,00:00:04
2-1,28304004,9,인천체육고등학교입구,2806191,00:00:26,00:00:05
2-1,28304004,10,청라국제도시역,2806160,00:03:24,00:00:57
2-1,28304004,11,청라달튼국제학교,2805528,00:01:40,00:00:03
2-1,28304004,12,호수공원,2806420,00:04:18,00:00:02
2-1,28304004,13,한라비발디,2806679,00:00:40,00:00:03
2-1,28304004,14,청라한화꿈에그린,2806681,00:01:01,00:00:13
2-1,28304004,15,청라푸르지오,2806904,00:00:33,00:00:04
2-1,28304004,16,남광하우스토리,2805575,00:02:35,00:00:08
2-1,28304004,17,청라센트럴에일린의뜰106동,2805499,00:02:02,00:00:22
2-1,28304004,18,청라센트럴에일린의뜰104동,2805843,00:00:27,00:00:05
2-1,28304004,19,중흥S클래스,2805249,00:02:25,00:00:03
2-1,28304004,20,중흥S클래스1차,2805412,00:00:36,00:00:05
2-1,28304004,21,웰카운티1차,2804897,00:00:56,00:00:37
2-1,28304004,22,호반베르디움2차,2806519,00:00:42,00:00:08
2-1,28304004,23,린스트라우스정문,2805052,00:02:18,00:00:08
2-1,28304004,24,청라1동행정복지센터,2804893,00:00:51,00:00:13
2-1,28304004,25,서해그랑블,2805038,00:01:17,00:00:06
2-1,28304004,26,청라자이,2804895,00:00:38,00:00:05
2-1,28304004,27,가원초등학교,2805744,00:00:52,00:00:03
2-1,28304004,28,가정(루원시티)역,2806214,00:04:53,00:00:05
2-1,28304004,29,뉴서울아파트,2806242,00:02:53,00:00:04
2-1,28304004,30,대우하나아파트,2806244,00:00:30,00:00:06
2-1,28304004,31,아나지고개,2801157,00:01:30,00:00:05
2-1,28304004,32,유승아파트(삼성홈타운아파트),2806001,00:00:36,00:00:03
2-1,28304004,33,효성서초등학교,2805994,00:01:39,00:00:03
2-1,28304004,34,효성동동화운수차고지,2805963,00:00:31,00:00:44
2-1,28304004,35,효성노인문화센터,2800850,00:01:26,00:00:03
2-1,28304004,36,대신아파트,2800852,00:02:01,00:00:04
2-1,28304004,37,효성도서관,2800845,00:00:12,00:00:02
2-1,28304004,38,경인교대후문,2800854,00:00:18,00:00:13
2-1,28304004,39,작전역6번출구,2800833,00:01:31,00:00:09
2-1,28304004,40,중앙하이츠,2801055,00:03:41,00:00:14
2-1,28304004,41,이마트,2801043,00:01:53,00:00:03
2-1,28304004,42,동보아파트,2801024,00:01:38,00:00:04
2-1,28304004,43,계양구청,2801003,00:01:28,00:00:04
2-1,28304004,44,삼보아파트(계양구청),2800979,00:00:38,00:00:11
2-1,28304004,45,계산여고,2803594,00:00:23,00:11:28
2-1,28304004,46,아주아파트410동,2805989,00:00:35,00:00:02
2-1,28304004,47,계산중학교,2805990,00:00:36,00:00:03
2-1,28304004,48,계산공고,2801012,00:00:42,00:00:05
2-1,28304004,49,까치공원.작전도서관,2801023,00:02:05,00:00:14
2-1,28304004,50,동보아파트,2801031,00:00:20,00:00:17
2-1,28304004,51,이마트,2801040,00:00:23,00:00:17
2-1,28304004,52,작전1동주민센터,2801052,00:01:06,00:00:04
2-1,28304004,53,작전역2번출구,2801073,00:02:12,00:00:15
2-1,28304004,54,작전역7번출구,2800857,00:00:30,00:00:06
2-1,28304004,55,경인교대후문,2800855,00:01:23,00:00:06
2-1,28304004,56,명현중학교,2800853,00:00:35,00:00:58
2-1,28304004,57,효성노인문화센터,2800851,00:00:51,00:00:02
2-1,28304004,58,하나아파트101동,2805991,00:00:36,00:00:03
2-1,28304004,59,효성서초등학교,2805932,00:00:31,00:01:03
2-1,28304004,60,새사미아파트,2806000,00:00:27,00:00:02
2-1,28304004,61,아나지고개,2801156,00:00:27,00:00:01
2-1,28304004,62,대우하나아파트,2806243,00:02:00,00:00:03
2-1,28304004,63,뉴서울아파트,2806241,00:00:23,00:00:02
2-1,28304004,64,가정(루원시티)역,2806215,00:03:21,00:00:14
2-1,28304004,65,가원초등학교,2806633,00:01:34,00:00:03
2-1,28304004,66,심곡천봉수교,2805743,00:00:39,00:00:05
2-1,28304004,67,호반베르디움3차아파트,2804896,00:01:47,00:00:04
2-1,28304004,68,서해그랑블,2805037,00:00:27,00:00:04
2-1,28304004,69,청라1동행정복지센터,2804894,00:01:23,00:00:17
2-1,28304004,70,광명메이루즈정문,2805053,00:01:06,00:00:09
2-1,28304004,71,광명메이루즈,2804947,00:02:15,00:00:04
2-1,28304004,72,호반베르디움2차,2806520,00:00:57,00:00:05
2-1,28304004,73,웰카운티1차,2804948,00:00:34,00:00:20
2-1,28304004,74,중흥S클래스1차,2805414,00:02:20,00:00:02
2-1,28304004,75,제일풍경채,2805250,00:01:09,00:00:06
2-1,28304004,76,제일풍경채2차331동앞,2805842,00:00:59,00:00:03
2-1,28304004,77,제일풍경채2차323동앞,2805498,00:00:44,00:00:07
2-1,28304004,78,남광하우스토리,2805576,00:00:26,00:00:02
2-1,28304004,79,경명초등학교,2806903,00:00:39,00:00:05
2-1,28304004,80,청라한화꿈에그린,2806682,00:00:43,00:00:05
2-1,28304004,81,한라비발디,2806680,00:00:28,00:00:15
2-1,28304004,82,호수공원,2806602,00:01:02,00:00:03
2-1,28304004,83,청라달튼국제학교,2806683,00:02:15,00:00:04
2-1,28304004,84,청라국제도시역,2806160,00:02:00,00:00:05
2-1,28304004,85,인천체육고등학교입구,2806190,00:02:00,00:00:05
2-1,28304004,86,인천체육고등학교,2807032,00:02:00,00:00:05
2-1,28304004,87,화력발전소,2800319,00:03:30,00:00:03
2-1,28304004,88,청라도,2806684,00:10:59,00:00:01
2-1,28304004,89,청라백세요양병원,2806685,00:00:34,00:00:02
2-1,28304004,90,한양수자인,2805529,00:02:01,00:00:03
2-1,28304004,91,반도유보라,2805760,00:00:27,00:00:03
2-1,28304004,92,해원중학교후문,2805761,00:01:02,00:00:05
2-1,28304004,93,청라우미린,2805339,00:00:28,00:00:05
2-1,28304004,94,호수공원음악분수,2806012,00:02:00,00:00:05
21(강화),28032045,1,강화터미널,2800270,00:00:00,00:00:00
21(강화),28032045,2,축협,2800268,00:02:00,00:00:05
21(강화),28032045,3,강화군청,2800264,00:00:34,00:00:03
21(강화),28032045,4,중앙시장,2807245,00:01:26,00:00:03
21(강화),28032045,5,강화슈퍼,2800262,00:00:09,00:00:03
21(강화),28032045,6,여고입구,2807367,00:00:15,00:00:03
21(강화),28032045,7,강화서문,2800265,00:00:18,00:00:02
21(강화),28032045,8,진고개(5연대입구),2803682,00:00:44,00:00:01
21(강화),28032045,9,강화아시아드BMX경기장,2807369,00:00:19,00:00:02
21(강화),28032045,10,고인돌체육관앞,2804135,00:00:06,00:00:02
21(강화),28032045,11,송해교회,2803684,00:00:27,00:00:02
21(강화),28032045,12,송해삼거리,2803685,00:00:28,00:00:24
21(강화),28032045,13,전원미술관앞,2803686,00:00:54,00:00:02
21(강화),28032045,14,오류내,2803687,00:00:29,00:00:02
21(강화),28032045,15,파라다이스공원,2804667,00:00:42,00:00:02
21(강화),28032045,16,서홍의입구,2804682,00:01:06,00:00:06
21(강화),28032045,17,샘말,2804680,00:00:32,00:00:02
21(강화),28032045,18,홍의사거리,2804679,00:00:46,00:00:02
21(강화),28032045,19,홍의삼거리,2804676,00:00:37,00:00:03
21(강화),28032045,20,송곡촌,2804674,00:00:40,00:00:06
21(강화),28032045,21,호박골사거리,2804742,00:00:44,00:00:03
21(강화),28032045,22,호박골,2804671,00:00:31,00:00:03
21(강화),28032045,23,부대앞,2804154,00:00:27,00:00:03
21(강화),28032045,24,신촌,2804156,00:00:41,00:00:04
21(강화),28032045,25,교회앞,2804157,00:00:34,00:00:02
21(강화),28032045,26,곡촌,2804159,00:00:42,00:00:07
21(강화),28032045,27,우뢰촌,2804670,00:01:13,00:00:04
21(강화),28032045,28,임송촌,2804669,00:02:02,00:00:22
21(강화),28032045,29,숭뢰2리,2804163,00:01:23,00:00:03
21(강화),28032045,30,호박골사거리,2804152,00:01:20,00:00:01
21(강화),28032045,31,송해초등학교,2804150,00:01:12,00:00:17
21(강화),28032045,32,구면사무소,2807400,00:00:36,00:00:04
21(강화),28032045,33,송해면사무소,2804148,00:00:07,00:00:03
21(강화),28032045,34,송해삼거리,2803747,00:00:35,00:00:02
21(강화),28032045,35,송해교회,2803748,00:00:28,00:00:13
21(강화),28032045,36,고인돌체육관앞,2804688,00:00:32,00:00:04
21(강화),28032045,37,고인돌체육관(태권도경기장),2807370,00:00:38,00:00:04
21(강화),28032045,38,진고개(5연대입구),2803604,00:00:39,00:00:05
21(강화),28032045,39,강화서문,2800266,00:01:43,00:00:09
21(강화),28032045,40,여고입구,2807368,00:00:22,00:00:02
21(강화),28032045,41,강화슈퍼,2804602,00:00:20,00:00:20
21(강화),28032045,42,중앙시장.고려궁지입구,2803580,00:00:14,00:00:03
21(강화),28032045,43,강화군청,2800263,00:00:18,00:00:36
21(강화),28032045,44,수협,2800267,00:01:06,00:00:21
21(강화),28032045,45,풍물시장,2804032,00:01:17,00:00:06
21(강화),28032045,46,강화터미널,2800269,00:02:00,00:00:05
22,28023001,1,원진운수차고지,2805936,00:00:00,00:00:00
22,28023001,2,동일폐차장,2805934,00:02:00,00:00:05
22,28023001,3,청소년수련관,2800328,00:00:53,00:00:06
22,28023001,4,실내게이트볼장(신현중학교),2800640,00:01:55,00:00:18
22,28023001,5,신현북초등학교,2800636,00:00:58,00:00:05
22,28023001,6,롯데슈퍼,2800637,00:00:44,00:00:06
22,28023001,7,연합의원,2800647,00:00:31,00:00:04
22,28023001,8,월드메드디앙아파트,2800666,00:01:28,00:00:04
22,28023001,9,석남신사거리,2800678,00:00:59,00:00:02
22,28023001,10,금호어울림아파트,2800688,00:00:29,00:00:02
22,28023001,11,우림필유아파트,2805582,00:00:17,00:00:03
22,28023001,12,경남아너스빌아파트,2800715,00:01:56,00:00:17
22,28023001,13,가구전시장,2800752,00:01:21,00:00:02
22,28023001,14,목재단지,2800788,00:00:49,00:00:04
22,28023001,15,엠파크타워,2800799,00:00:44,00:00:04
22,28023001,16,사조해표,2800804,00:00:20,00:00:09
22,28023001,17,이마트송림점,2803056,00:01:06,00:00:20
22,28023001,18,우아미가구,2802651,00:00:43,00:00:03
22,28023001,19,무궁화주유소,2803065,00:00:44,00:00:03
22,28023001,20,미래빌라,2803067,00:01:27,00:00:05
22,28023001,21,풍림아파트,2803040,00:00:17,00:00:20
22,28023001,22,송현주공아파트,2803071,00:02:10,00:00:17
22,28023001,23,송현아파트,2803082,00:00:52,00:00:04
22,28023001,24,솔빛마을주공아파트,2803093,00:01:44,00:00:38
22,28023001,25,솔빛마을,2803107,00:00:50,00:00:06
22,28023001,26,송현시장.수도국산달동네박물관,2803121,00:00:26,00:00:21
22,28023001,27,화평철교.화평동냉면거리,2803125,00:02:07,00:00:30
22,28023001,28,동인천역,2803225,00:01:38,00:00:10
22,28023001,29,배다리청과물시장,2803233,00:00:36,00:00:02
22,28023001,30,인천정보산업고등학교,2803234,00:00:21,00:00:03
22,28023001,31,도원동행정복지센터,2803237,00:00:20,00:00:03
22,28023001,32,도원역(인천축구전용경기장),2803241,00:00:34,00:00:16
22,28023001,33,숭의목공예마을앞,2802763,00:02:29,00:00:08
22,28023001,34,제물포역,2802635,00:04:07,00:00:04
22,28023001,35,수봉공원.인천수봉문화회관입구,2802730,00:01:23,00:00:04
22,28023001,36,도화초등학교.수봉도서관,2802727,00:00:57,00:00:15
22,28023001,37,도화IC,2802734,00:01:57,00:00:04
22,28023001,38,롯데월드타워,2802756,00:00:36,00:00:04
22,28023001,39,기계공고,2802782,00:01:40,00:00:18
22,28023001,40,석락아파트,2802829,00:05:08,00:00:03
22,28023001,41,새안의원,2802814,00:01:13,00:00:04
22,28023001,42,국민건강보험남부지사,2802801,00:00:25,00:00:04
22,28023001,43,주안남초등학교,2802791,00:01:18,00:00:09
22,28023001,44,금강요양병원,2802784,00:01:10,00:00:09
22,28023001,45,제물포여자중학교,2802785,00:01:48,00:00:06
22,28023001,46,삼영아파트,2802796,00:02:58,00:00:06
22,28023001,47,남인천여자중학교,2802177,00:01:07,00:00:03
22,28023001,48,순복음교회,2802817,00:00:53,00:00:21
22,28023001,49,롯데백화점(인천터미널),2802618,00:03:58,00:00:21
22,28023001,50,농산물도매시장,2802176,00:01:23,00:00:04
22,28023001,51,성리초등학교,2802169,00:01:02,00:00:14
22,28023001,52,길병원사거리,2802154,00:00:39,00:00:15
22,28023001,53,길병원,2801846,00:01:47,00:00:31
22,28023001,54,구월중학교,2802103,00:01:30,00:00:04
22,28023001,55,석천사거리역,2802067,00:00:48,00:00:08
22,28023001,56,힐캐슬프라자,2802056,00:00:45,00:01:55
22,28023001,57,모래내시장역(4번출구),2802050,00:00:45,00:00:05
22,28023001,58,롯데캐슬.모래내시장,2802075,00:01:03,00:00:06
22,28023001,59,모래내시장,2802089,00:01:29,00:00:10
22,28023001,60,모래내마을,2802079,00:00:23,00:00:04
22,28023001,61,은성프레미오,2802060,00:01:03,00:00:05
22,28023001,62,문일여자고등학교후문,2804815,00:00:16,00:00:04
22,28023001,63,문일여자고등학교,2802071,00:00:38,00:00:09
22,28023001,64,남동등기소,2802091,00:00:26,00:00:09
22,28023001,65,남동구청후문(남동등기소),2802097,00:00:34,00:00:06
22,28023001,66,삼환아파트,2802088,00:00:17,00:00:03
22,28023001,67,만수초등학교,2802081,00:00:11,00:00:04
22,28023001,68,남동구청역,2802066,00:00:42,00:00:07
22,28023001,69,장수초등학교,2802044,00:02:09,00:00:11
22,28023001,70,장수사거리,2801906,00:03:17,00:00:02
22,28023001,71,장수동,2802004,00:00:11,00:00:03
22,28023001,72,인천대공원역,2802000,00:00:40,00:00:07
22,28023001,73,운연삼거리,2807183,00:02:43,00:00:02
22,28023001,74,운연동,2802018,00:00:33,00:00:02
22,28023001,75,신천지주유소,2800097,00:01:16,00:00:04
22,28023001,76,신천동,2800060,00:01:05,00:00:06
22,28023001,77,신천삼거리,2800094,00:01:18,00:00:07
22,28023001,78,시흥보건소,2800092,00:01:19,00:00:10
22,28023001,79,대야초교.ABC행복학습타운입구,2800091,00:01:17,00:00:06
22,28023001,80,시흥대야역.영남아파트,2800081,00:02:34,00:00:23
22,28023001,81,서강아파트,2800085,00:00:59,00:00:05
22,28023001,82,늘푸른벽산.서강2차,2800087,00:00:41,00:00:04
22,28023001,83,신명아파트.대우3차아파트,2800090,00:00:45,00:00:15
22,28023001,84,은행초등학교,2800089,00:02:00,00:00:05
22,28023001,85,성원아파트,2800086,00:30:00,00:00:06
22,28023001,86,은계초등학교.사랑스러운교회,2800083,00:00:57,00:00:13
22,28023001,87,우성아파트.은행교회,2800082,00:00:54,00:00:05
22,28023001,88,벽산1차아파트,2800084,00:00:36,00:00:10
22,28023001,89,시흥대야역.영남아파트,2800080,00:00:26,00:00:07
22,28023001,90,대야초교.ABC행복학습타운입구,2800088,00:03:32,00:00:20
22,28023001,91,시흥보건소,2800093,00:01:06,00:00:06
22,28023001,92,신천삼거리,2800095,00:00:51,00:00:10
22,28023001,93,신천동,2800061,00:00:44,00:00:11
22,28023001,94,신천지주유소,2800096,00:01:54,00:00:03
22,28023001,95,운연동,2802014,00:00:52,00:00:05
22,28023001,96,운연삼거리,2807182,00:00:42,00:00:10
22,28023001,97,인천대공원역,2801997,00:01:07,00:00:02
22,28023001,98,장수동,2802002,00:01:06,00:00:06
22,28023001,99,장수사거리,2802005,00:00:40,00:00:07
22,28023001,100,장수초등학교,2802034,00:01:33,00:00:05
22,28023001,101,남동구청역,2802061,00:01:28,00:00:09
22,28023001,102,만수초등학교,2802077,00:00:23,00:00:02
22,28023001,103,삼환아파트,2802085,00:00:28,00:00:07
22,28023001,104,남동구청후문(남동등기소),2802096,00:00:25,00:00:19
22,28023001,105,남동등기소,2802083,00:01:39,00:00:05
22,28023001,106,문일여자고등학교,2802070,00:00:08,00:00:04
22,28023001,107,남동빌라,2802055,00:00:45,00:00:19
22,28023001,108,은성프레미오,2802058,00:00:29,00:00:05
22,28023001,109,모래내마을,2802082,00:01:32,00:00:06
22,28023001,110,모래내시장,2802086,00:00:31,00:00:09
22,28023001,111,롯데캐슬모래내시장,2802074,00:00:53,00:00:06
22,28023001,112,모래내시장역(1번출구),2802047,00:00:58,00:00:05
22,28023001,113,힐캐슬프라자,2802054,00:02:28,00:00:20
22,28023001,114,구월중학교,2802098,00:01:27,00:00:08
22,28023001,115,길병원,2802129,00:01:46,00:00:21
22,28023001,116,길병원사거리,2802158,00:01:41,00:00:30
22,28023001,117,성리초등학교,2802168,00:01:07,00:00:18
22,28023001,118,농산물도매시장,2802175,00:00:59,00:00:05
22,28023001,119,롯데백화점(인천터미널),2801848,00:01:53,00:00:12
22,28023001,120,순복음교회,2802181,00:01:10,00:00:04
22,28023001,121,남인천여자중학교,2802178,00:02:27,00:00:09
22,28023001,122,연성교회,2802797,00:00:22,00:00:03
22,28023001,123,삼영아파트,2802795,00:00:27,00:00:07
22,28023001,124,제물포여자중학교,2802778,00:02:13,00:00:00
22,28023001,125,주안남초등학교,2802792,00:00:59,00:00:07
22,28023001,126,신기사거리,2802800,00:02:40,00:00:07
22,28023001,127,새안의원,2802815,00:00:57,00:00:05
22,28023001,128,석락아파트,2802826,00:00:30,00:00:24
22,28023001,129,인천기계공고,2802803,00:00:57,00:00:07
22,28023001,130,주안2동치안센터,2802774,00:01:30,00:00:03
22,28023001,131,롯데월드타워,2802754,00:00:56,00:00:04
22,28023001,132,도화초등학교.수봉도서관,2802726,00:02:09,00:00:05
22,28023001,133,수봉공원.인천수봉문화회관입구,2802725,00:01:37,00:00:18
22,28023001,134,제물포역,2802735,00:00:47,00:00:08
22,28023001,135,숭의목공예마을앞,2802761,00:03:31,00:00:21
22,28023001,136,도원가로공원,2802762,00:01:31,00:00:02
22,28023001,137,도원고개(도원역),2803139,00:00:31,00:00:20
22,28023001,138,인천정보산업고등학교,2803138,00:00:46,00:00:06
22,28023001,139,배다리,2803231,00:00:26,00:00:02
22,28023001,140,동인천역,2803226,00:01:41,00:00:22
22,28023001,141,화평철교.화평동냉면거리,2803127,00:00:26,00:00:14
22,28023001,142,동인천역북광장,2805712,00:01:10,00:00:31
22,28023001,143,송현시장.수도국산달동네박물관,2803122,00:00:47,00:00:05
22,28023001,144,솔빛마을,2803104,00:00:31,00:00:07
22,28023001,145,솔빛마을주공아파트,2803094,00:01:32,00:00:04
22,28023001,146,동국제강,2803079,00:01:48,00:00:04
22,28023001,147,현대제철,2803068,00:00:18,00:00:04
22,28023001,148,송현주공아파트후문,2807615,00:00:29,00:00:03
22,28023001,149,서흥초등학교,2803044,00:00:40,00:00:06
22,28023001,150,풍림아파트,2803041,00:01:15,00:00:04
22,28023001,151,미래빌라,2803066,00:00:31,00:00:05
22,28023001,152,무궁화주유소,2803064,00:00:49,00:00:13
22,28023001,153,우아미가구,2802652,00:01:02,00:00:04
22,28023001,154,산업단지사거리,2803058,00:02:20,00:00:13
22,28023001,155,사조해표,2800805,00:00:42,00:00:03
22,28023001,156,엠파크타워,2800798,00:00:22,00:00:05
22,28023001,157,목재단지,2800786,00:01:51,00:00:04
22,28023001,158,가구전시장,2800754,00:00:49,00:00:00
22,28023001,159,경남아너스빌아파트,2800716,00:01:41,00:00:15
22,28023001,160,우림필유아파트,2805583,00:00:19,00:00:03
22,28023001,161,금호어울림아파트,2800690,00:01:12,00:00:07
22,28023001,162,석남신사거리,2800677,00:01:02,00:00:02
22,28023001,163,월드메르디앙아파트,2800668,00:01:51,00:00:06
22,28023001,164,인천연합의원,2800335,00:02:16,00:00:05
22,28023001,165,롯데슈퍼,2800638,00:00:32,00:00:11
22,28023001,166,신현북초등학교,2800635,00:01:58,00:00:04
22,28023001,167,신현중학교,2800639,00:01:12,00:00:29
22,28023001,168,청소년수련관,2800327,00:00:50,00:00:03
22,28023001,169,동일폐차장,2805935,00:00:36,00:00:02
22,28023001,170,원진운수차고지,2805937,00:02:00,00:00:05
22(강화),28302004,1,강화터미널,2800270,00:00:00,00:00:00
22(강화),28302004,2,축협,2800268,00:02:00,00:00:05
22(강화),28302004,3,강화중학교,2804133,00:01:29,00:00:09
22(강화),28302004,4,옥림슈퍼,2804131,00:00:16,00:00:01
22(강화),28302004,5,왕리물,2806884,00:00:44,00:00:03
22(강화),28302004,6,강화산단입구,2806882,00:01:36,00:00:05
22(강화),28302004,7,대월초등학교,2806880,00:00:22,00:00:16
22(강화),28302004,8,청송부락,2806878,00:00:35,00:00:01
22(강화),28302004,9,신당리동촌부락,2806876,00:00:51,00:00:05
22(강화),28302004,10,신당리마을회관,2806874,00:00:58,00:00:03
22(강화),28302004,11,솔정1리마을회관,2806871,00:01:14,00:00:04
22(강화),28302004,12,송해면사무소,2804147,00:00:39,00:00:01
22(강화),28302004,13,솔정마을,2804685,00:01:42,00:00:04
